"","customer","chain","shop","date","quantity","billing","datediff_last","datediff_next","max_date"
"20471","DuZKj","Qi","7XS",2017-04-29,1.185,42.79,10,25,FALSE
"20472","DuZKj","Qi","7XS",2017-05-24,0.205,15.38,25,15,FALSE
"20473","DuZKj","Qi","7XS",2017-06-08,0.2,15,15,50,FALSE
"20474","DuZKj","Qi","7XS",2017-07-28,2.22,43.54,50,36,FALSE
"20475","DuZKj","Qi","7XS",2017-09-02,0.2,11,36,14,FALSE
"20476","DuZKj","Qi","7XS",2017-09-16,2.855,24.72,14,41,FALSE
"20477","DuZKj","Qi","7XS",2017-10-27,2.28,43.74,41,12,FALSE
"20478","DuZKj","Qi","7XS",2017-11-08,1.085,26.67,12,29,FALSE
"20479","DuZKj","Qi","7XS",2017-12-07,0.2,14,29,8,FALSE
"20480","DuZKj","Qi","7XS",2017-12-15,2.3,25.81,8,6,FALSE
"20481","DuZKj","Qi","7XS",2017-12-21,0.42,15.43,6,2,FALSE
"20482","DuZKj","Qi","7XS",2017-12-23,0.455,5.1,2,7,FALSE
"20483","DuZKj","Qi","7XS",2017-12-30,0.555,9.46,7,13,FALSE
"20484","DuZKj","Qi","7XS",2018-01-12,1.155,31.9,13,3,FALSE
"20485","DuZKj","Qi","7XS",2018-01-15,0.3,21,3,18,FALSE
"20486","DuZKj","Qi","7XS",2018-02-02,4.82,26.05,18,6,FALSE
"20487","DuZKj","Qi","7XS",2018-02-08,3.27,36.67,6,12,FALSE
"20488","DuZKj","Qi","7XS",2018-02-20,0.31,5.74,12,17,FALSE
"20489","DuZKj","Qi","7XS",2018-03-09,1.255,17.87,17,35,FALSE
"20490","DuZKj","Qi","7XS",2018-04-13,0.48,20.3,35,14,FALSE
"20491","DuZKj","Qi","7XS",2018-04-27,1.17,31.94,14,53,FALSE
"20492","DuZKj","Qi","7XS",2018-06-19,0.72,8.39,53,11,FALSE
"20493","DuZKj","Qi","7XS",2018-06-30,1.4,17.58,11,13,FALSE
"20494","DuZKj","Qi","7XS",2018-07-13,1.28,24.84,13,7,FALSE
"20495","DuZKj","Qi","7XS",2018-07-20,0.65,17.69,7,6,FALSE
"20496","DuZKj","Qi","7XS",2018-07-26,1.54,54.87,6,50,FALSE
"20497","DuZKj","Qi","7XS",2018-09-14,0.255,19.13,50,7,FALSE
"20498","DuZKj","Qi","7XS",2018-09-21,0.975,32.78,7,6,FALSE
"20499","DuZKj","Qi","7XS",2018-09-27,0.25,18.75,6,8,FALSE
"20500","DuZKj","Qi","7XS",2018-10-05,0.58,29.09,8,6,FALSE
"20501","DuZKj","Qi","7XS",2018-10-11,0.495,20.22,6,2,FALSE
"20502","DuZKj","Qi","7XS",2018-10-13,1.25,16.6,2,13,FALSE
"20503","dVb9F","Yn","uRf",2016-01-07,0.43,4.17,0,47,FALSE
"20504","dVb9F","Yn","uRf",2016-02-23,5.67,10.56,47,111,FALSE
"20505","dVb9F","Yn","uRf",2016-06-13,0.89,7.68,111,17,FALSE
"20506","dVb9F","Yn","uRf",2016-06-30,0.43,4.17,17,174,FALSE
"20507","dVb9F","Yn","uRf",2016-12-21,0.44,4.27,174,7,FALSE
"20508","dVb9F","Yn","uRf",2016-12-28,3.435,5.21,7,6,FALSE
"20509","dVb9F","Yn","uRf",2017-01-03,1.425,5.12,6,6,FALSE
"20510","dVb9F","Yn","uRf",2017-01-09,1.86,12.15,6,3,FALSE
"20511","dVb9F","Yn","uRf",2017-01-12,0.43,4.17,3,5,FALSE
"20512","dVb9F","Yn","uRf",2017-01-17,1.14,9.08,5,23,FALSE
"20513","dVb9F","Yn","uRf",2017-02-09,0.795,10.39,23,6,FALSE
"20514","dVb9F","Yn","uRf",2017-02-15,3.42,5.06,6,14,FALSE
"20515","dVb9F","Yn","uRf",2017-03-01,3.655,9.09,14,19,FALSE
"20516","dVb9F","Yn","uRf",2017-03-20,1.78,6.88,19,29,FALSE
"20517","dVb9F","Yn","uRf",2017-04-18,1.05,11.5,29,22,FALSE
"20518","dVb9F","Yn","uRf",2017-05-10,6.88,12.34,22,7,FALSE
"20519","dVb9F","Yn","uRf",2017-05-17,2.39,13.85,7,13,FALSE
"20520","dVb9F","Yn","uRf",2017-05-30,0.745,9.66,13,11,FALSE
"20521","dVb9F","Yn","uRf",2017-06-10,2.19,5.67,11,7,FALSE
"20522","dVb9F","Yn","uRf",2017-06-17,3.385,14.06,7,9,FALSE
"20523","dVb9F","Yn","uRf",2017-06-26,3.7,10.19,9,1,FALSE
"20524","dVb9F","Yn","uRf",2017-06-27,0.95,10.92,1,6,FALSE
"20525","dVb9F","Yn","uRf",2017-07-03,3.48,18.62,6,2,FALSE
"20526","dVb9F","Yn","uRf",2017-07-05,0.95,12.76,2,27,FALSE
"20527","dVb9F","Yn","uRf",2017-08-01,1.065,10.21,27,3,FALSE
"20528","dVb9F","Yn","uRf",2017-08-04,2.845,7.94,3,5,FALSE
"20529","dVb9F","Yn","uRf",2017-08-09,1.985,11.84,5,21,FALSE
"20530","dVb9F","Yn","uRf",2017-08-30,1.205,14.89,21,21,FALSE
"20531","dVb9F","Yn","uRf",2017-09-20,2.97,10.43,21,14,FALSE
"20532","dVb9F","Yn","uRf",2017-10-04,0.42,4.07,14,9,FALSE
"20533","dVb9F","Yn","uRf",2017-10-13,2.935,10.56,9,3,FALSE
"20534","dVb9F","Yn","uRf",2017-10-16,2,10.13,3,5,FALSE
"20535","dVb9F","Yn","uRf",2017-10-21,3.21,11.62,5,2,FALSE
"20536","dVb9F","Yn","uRf",2017-10-23,1.25,15.27,2,23,FALSE
"20537","dVb9F","Yn","uRf",2017-11-15,0.925,10.38,23,22,FALSE
"20538","dVb9F","Yn","uRf",2017-12-07,0.425,4.12,22,7,FALSE
"20539","dVb9F","Yn","uRf",2017-12-14,0.44,4.27,7,27,FALSE
"20540","dVb9F","Yn","uRf",2018-01-10,3.355,17.47,27,6,FALSE
"20541","dVb9F","Yn","uRf",2018-01-16,1.905,11.96,6,6,FALSE
"20542","dVb9F","Yn","uRf",2018-01-22,0.965,13.44,6,2,FALSE
"20543","dVb9F","Yn","uRf",2018-01-24,2.895,10.14,2,7,FALSE
"20544","dVb9F","Yn","uRf",2018-01-31,0.865,8.5,7,7,FALSE
"20545","dVb9F","Yn","uRf",2018-02-07,3.045,11.24,7,21,FALSE
"20546","dVb9F","Yn","uRf",2018-02-28,0.45,4.37,21,7,FALSE
"20547","dVb9F","Yn","uRf",2018-03-07,3.44,8.07,7,8,FALSE
"20548","dVb9F","Yn","uRf",2018-03-15,0.43,4.17,8,7,FALSE
"20549","dVb9F","Yn","uRf",2018-03-22,0.445,4.32,7,14,FALSE
"20550","dVb9F","Yn","uRf",2018-04-05,1.655,-4.44089209850063e-16,14,4,FALSE
"20551","dVb9F","Yn","uRf",2018-04-09,4.64,10.48,4,3,FALSE
"20552","dVb9F","Yn","uRf",2018-04-12,1.775,8.57,3,2,FALSE
"20553","dVb9F","Yn","uRf",2018-04-14,4.53,15.65,2,2,FALSE
"20554","dVb9F","Yn","uRf",2018-04-16,1.75,11.8,2,3,FALSE
"20555","dVb9F","Yn","uRf",2018-04-19,2.4,5.62,3,7,FALSE
"20556","dVb9F","Yn","uRf",2018-04-26,1.405,4.47,7,1,FALSE
"20557","dVb9F","Yn","uRf",2018-04-27,0.4,6.71,1,12,FALSE
"20558","dVb9F","Yn","uRf",2018-05-09,0.415,3.99,12,7,FALSE
"20559","dVb9F","Yn","uRf",2018-05-16,1.465,10.36,7,7,FALSE
"20560","dVb9F","Yn","uRf",2018-05-23,0.825,5.57,7,7,FALSE
"20561","dVb9F","Yn","uRf",2018-05-30,0.42,3.72,7,5,FALSE
"20562","dVb9F","Yn","uRf",2018-06-04,3.83,13.55,5,7,FALSE
"20563","dVb9F","Yn","uRf",2018-06-11,0.595,5.12,7,2,FALSE
"20564","dVb9F","Yn","uRf",2018-06-13,2.88,8.24,2,5,FALSE
"20565","dVb9F","Yn","uRf",2018-06-18,1.47,16.81,5,14,FALSE
"20566","dVb9F","Yn","uRf",2018-07-02,4.125,16.11,14,15,FALSE
"20567","dVb9F","Yn","uRf",2018-07-17,2.05,9.82,15,8,FALSE
"20568","dVb9F","Yn","uRf",2018-07-25,2.195,12.35,8,3,FALSE
"20569","dVb9F","Yn","uRf",2018-07-28,0.72,6.97,3,2,FALSE
"20570","dVb9F","Yn","uRf",2018-07-30,2.52,6.83,2,2,FALSE
"20571","dVb9F","Yn","uRf",2018-08-01,2.595,5.9,2,1,FALSE
"20572","dVb9F","Yn","uRf",2018-08-02,3.53,7.29,1,4,FALSE
"20573","dVb9F","Yn","uRf",2018-08-06,1.705,10.33,4,1,FALSE
"20574","dVb9F","Yn","uRf",2018-08-07,1.385,4.24,1,2,FALSE
"20575","dVb9F","Yn","uRf",2018-08-09,2.07,14.93,2,28,FALSE
"20576","dVb9F","Yn","uRf",2018-09-06,0.45,4.32,28,4,FALSE
"20577","dVb9F","Yn","uRf",2018-09-10,2.19,10.64,4,3,FALSE
"20578","dVb9F","Yn","uRf",2018-09-13,2.8,8.75,3,21,FALSE
"20579","dVb9F","Yn","uRf",2018-10-04,1.83,6.6,21,14,FALSE
"20580","DvxYD","Yn","F50",2018-06-04,0.16,1.09,0,7,FALSE
"20581","DvxYD","Yn","F50",2018-06-11,0.1,0.99,7,29,FALSE
"20582","DvxYD","Yn","F50",2018-07-10,0.905,6.23,29,6,FALSE
"20583","DvxYD","Yn","F50",2018-07-16,2.615,11.41,6,7,FALSE
"20584","DvxYD","Yn","F50",2018-07-23,0.735,3.33,7,30,FALSE
"20585","DvxYD","Yn","F50",2018-08-22,1.095,8.45,30,2,FALSE
"20586","DvxYD","Yn","F50",2018-08-24,0.275,1.57,2,7,FALSE
"20587","DvxYD","Yn","F50",2018-08-31,1.45,11.64,7,5,FALSE
"20588","DvxYD","Yn","F50",2018-09-05,1.04,7.57,5,2,FALSE
"20589","DvxYD","Yn","F50",2018-09-07,1,1.58,2,3,FALSE
"20590","DvxYD","Yn","F50",2018-09-10,1.28,7.37,3,2,FALSE
"20591","DvxYD","Yn","F50",2018-09-12,0.1,0.99,2,20,FALSE
"20592","DvxYD","Yn","F50",2018-10-02,1.56,5.28,20,2,FALSE
"20593","DvxYD","Yn","F50",2018-10-04,1.52,7.63,2,1,FALSE
"20594","DvxYD","Yn","F50",2018-10-05,1,1.63,1,19,FALSE
"20595","DvxYD","Yn","F50",2018-10-24,4.575,20.1,19,3,FALSE
"20596","DW5Ij","Yn","JFC",2016-06-15,4.81,15.75,0,443,FALSE
"20597","DW5Ij","Yn","JFC",2017-09-01,3.93,17.55,443,68,FALSE
"20598","DW5Ij","Yn","JFC",2017-11-08,3.21,20.81,68,2,FALSE
"20599","DW5Ij","Yn","JFC",2017-11-10,3.525,23.81,2,59,FALSE
"20600","DW5Ij","Yn","JFC",2018-01-08,1.1,11.35,59,14,FALSE
"20601","DW5Ij","Yn","JFC",2018-01-22,3.91,32.47,14,8,FALSE
"20602","DW5Ij","Yn","JFC",2018-01-30,3.24,12.11,8,6,FALSE
"20603","DW5Ij","Yn","JFC",2018-02-05,1.89,17.67,6,8,FALSE
"20604","DW5Ij","Yn","JFC",2018-02-13,4.35,40.86,8,6,FALSE
"20605","DW5Ij","Yn","JFC",2018-02-19,4.11,28.85,6,18,FALSE
"20606","DW5Ij","Yn","JFC",2018-03-09,10.64,46.25,18,4,FALSE
"20607","DW5Ij","Yn","JFC",2018-03-13,3.36,22.89,4,4,FALSE
"20608","DW5Ij","Yn","JFC",2018-03-17,7.11,47.39,4,26,FALSE
"20609","DW5Ij","Yn","JFC",2018-04-12,1.78,12,26,6,FALSE
"20610","DW5Ij","Yn","JFC",2018-04-18,1.695,9.98,6,5,FALSE
"20611","DW5Ij","Yn","JFC",2018-04-23,2.145,3.21,5,14,FALSE
"20612","DW5Ij","Yn","JFC",2018-05-07,4.495,19.8,14,8,FALSE
"20613","DW5Ij","Yn","JFC",2018-05-15,2.645,10.17,8,3,FALSE
"20614","DW5Ij","Yn","JFC",2018-05-18,0.2,4.74,3,11,FALSE
"20615","DW5Ij","Yn","JFC",2018-05-29,4.675,25.98,11,9,FALSE
"20616","DW5Ij","Yn","JFC",2018-06-07,4.965,36.34,9,8,FALSE
"20617","DW5Ij","Yn","JFC",2018-06-15,2.52,12.56,8,10,FALSE
"20618","DW5Ij","Yn","JFC",2018-06-25,0.15,1.48,10,1,FALSE
"20619","DW5Ij","Yn","JFC",2018-06-26,0.18,1.77,1,71,FALSE
"20620","DW5Ij","Yn","JFC",2018-09-05,4.325,22.96,71,6,FALSE
"20621","DW5Ij","Yn","JFC",2018-09-11,0.675,5.39,6,9,FALSE
"20622","DW5Ij","Yn","JFC",2018-09-20,6.11,18.92,9,15,FALSE
"20623","DW5Ij","Yn","JFC",2018-10-05,2.405,10.76,15,6,FALSE
"20624","DW5Ij","Yn","JFC",2018-10-11,4.665,27.86,6,7,FALSE
"20625","DW5Ij","Yn","JFC",2018-10-18,4.32,9.55,7,2,FALSE
"20626","DW5Ij","Yn","JFC",2018-10-20,1.525,12.88,2,9,FALSE
"20627","dy7ba","Qi","fDV",2016-01-04,2.11,22.76,0,19,FALSE
"20628","dy7ba","Qi","fDV",2016-01-23,1.29,19,19,7,FALSE
"20629","dy7ba","Qi","fDV",2016-01-30,9.51,124.12,7,20,FALSE
"20630","dy7ba","Qi","fDV",2016-02-19,9.575,76.2,20,66,FALSE
"20631","dy7ba","Qi","fDV",2016-04-25,4.03,51,66,17,FALSE
"20632","dy7ba","Qi","fDV",2016-05-12,0.44,5.68,17,16,FALSE
"20633","dy7ba","Qi","fDV",2016-05-28,16.72,74.86,16,10,FALSE
"20634","dy7ba","Qi","fDV",2016-06-07,1.85,20.26,10,2,FALSE
"20635","dy7ba","Qi","fDV",2016-06-09,2.425,8.78,2,9,FALSE
"20636","dy7ba","Qi","fDV",2016-06-18,2.28,21.79,9,19,FALSE
"20637","dy7ba","Qi","fDV",2016-07-07,3.6,40.57,19,11,FALSE
"20638","dy7ba","Qi","fDV",2016-07-18,3.155,20.06,11,7,FALSE
"20639","dy7ba","Qi","fDV",2016-07-25,3.345,42.78,7,4,FALSE
"20640","dy7ba","Qi","fDV",2016-07-29,3.295,44.59,4,35,FALSE
"20641","dy7ba","Qi","fDV",2016-09-02,4.03,39.51,35,5,FALSE
"20642","dy7ba","Qi","fDV",2016-09-07,2.76,36.12,5,19,FALSE
"20643","dy7ba","Qi","fDV",2016-09-26,0.76,7.6,19,1,FALSE
"20644","dy7ba","Qi","fDV",2016-09-27,7.35,75.81,1,31,FALSE
"20645","dy7ba","Qi","fDV",2016-10-28,7.559,34.4,31,21,FALSE
"20646","dy7ba","Qi","fDV",2016-11-18,2.255,35.85,21,11,FALSE
"20647","dy7ba","Qi","fDV",2016-11-29,2.38,29.14,11,8,FALSE
"20648","dy7ba","Qi","fDV",2016-12-07,2.1,28.5,8,7,FALSE
"20649","dy7ba","Qi","fDV",2016-12-14,1.1,14.19,7,3,FALSE
"20650","dy7ba","Qi","fDV",2016-12-17,3.51,36.37,3,5,FALSE
"20651","dy7ba","Qi","fDV",2016-12-22,5.485,45.63,5,5,FALSE
"20652","dy7ba","Qi","fDV",2016-12-27,0.855,10.26,5,1,FALSE
"20653","dy7ba","Qi","fDV",2016-12-28,4.475,61.59,1,2,FALSE
"20654","dy7ba","Qi","fDV",2016-12-30,2.025,24.3,2,5,FALSE
"20655","dy7ba","Qi","fDV",2017-01-04,2.935,16.39,5,28,FALSE
"20656","dy7ba","Qi","fDV",2017-02-01,4.15,51.66,28,17,FALSE
"20657","dy7ba","Qi","fDV",2017-02-18,5.83,66.56,17,30,FALSE
"20658","dy7ba","Qi","fDV",2017-03-20,0.54,5.89,30,5,FALSE
"20659","dy7ba","Qi","fDV",2017-03-25,2.805,50.25,5,4,FALSE
"20660","dy7ba","Qi","fDV",2017-03-29,1.105,14.25,4,28,FALSE
"20661","dy7ba","Qi","fDV",2017-04-26,6.455,69.1,28,16,FALSE
"20662","dy7ba","Qi","fDV",2017-05-12,12.195,99.33,16,6,FALSE
"20663","dy7ba","Qi","fDV",2017-05-18,5.585,45.93,6,22,FALSE
"20664","dy7ba","Qi","fDV",2017-06-09,4.285,35.63,22,7,FALSE
"20665","dy7ba","Qi","fDV",2017-06-16,3.35,26.1,7,7,FALSE
"20666","dy7ba","Qi","fDV",2017-06-23,1.63,18.52,7,6,FALSE
"20667","dy7ba","Qi","fDV",2017-06-29,2.27,23.86,6,1,FALSE
"20668","dy7ba","Qi","fDV",2017-06-30,4.285,32.38,1,8,FALSE
"20669","dy7ba","Qi","fDV",2017-07-08,5.272,33.08,8,3,FALSE
"20670","dy7ba","Qi","fDV",2017-07-11,1.7,11.5,3,58,FALSE
"20671","dy7ba","Qi","fDV",2017-09-07,3.025,6.96,58,5,FALSE
"20672","dy7ba","Qi","fDV",2017-09-12,2.065,16.9,5,14,FALSE
"20673","dy7ba","Qi","fDV",2017-09-26,1.425,7.65,14,4,FALSE
"20674","dy7ba","Qi","fDV",2017-09-30,8.465,60.59,4,16,FALSE
"20675","dy7ba","Qi","fDV",2017-10-16,4.1,46.87,16,29,FALSE
"20676","dy7ba","Qi","fDV",2017-11-14,4.52,29.99,29,15,FALSE
"20677","dy7ba","Qi","fDV",2017-11-29,6.15,67.33,15,24,FALSE
"20678","dy7ba","Qi","fDV",2017-12-23,16.01,216.47,24,19,FALSE
"20679","dy7ba","Qi","fDV",2018-01-11,4.205,26.9,19,16,FALSE
"20680","dy7ba","Qi","fDV",2018-01-27,2.475,31.68,16,3,FALSE
"20681","dy7ba","Qi","fDV",2018-01-30,6.73,38.68,3,17,FALSE
"20682","dy7ba","Qi","fDV",2018-02-16,5.365,30.22,17,4,FALSE
"20683","dy7ba","Qi","fDV",2018-02-20,1.955,26.78,4,18,FALSE
"20684","dy7ba","Qi","fDV",2018-03-10,5.115,39,18,7,FALSE
"20685","dy7ba","Qi","fDV",2018-03-17,14.16,110.01,7,18,FALSE
"20686","dy7ba","Qi","fDV",2018-04-04,1.865,27.52,18,8,FALSE
"20687","dy7ba","Qi","fDV",2018-04-12,3.725,16.13,8,2,FALSE
"20688","dy7ba","Qi","fDV",2018-04-14,2.292,20.49,2,10,FALSE
"20689","dy7ba","Qi","fDV",2018-04-24,4.9,30.15,10,9,FALSE
"20690","dy7ba","Qi","fDV",2018-05-03,6.749,45.65,9,9,FALSE
"20691","dy7ba","Qi","fDV",2018-05-12,3.475,64.99,9,20,FALSE
"20692","dy7ba","Qi","fDV",2018-06-01,1.48,4.31,20,1,FALSE
"20693","dy7ba","Qi","fDV",2018-06-02,4.195,29.26,1,6,FALSE
"20694","dy7ba","Qi","fDV",2018-06-08,1.275,11.53,6,3,FALSE
"20695","dy7ba","Qi","fDV",2018-06-11,4.685,48.59,3,5,FALSE
"20696","dy7ba","Qi","fDV",2018-06-16,0.745,17.03,5,9,FALSE
"20697","dy7ba","Qi","fDV",2018-06-25,5.635,49.49,9,5,FALSE
"20698","dy7ba","Qi","fDV",2018-06-30,1,3.1,5,13,FALSE
"20699","dy7ba","Qi","fDV",2018-07-13,1.265,18.49,13,17,FALSE
"20700","dy7ba","Qi","fDV",2018-07-30,5.625,67.68,17,36,FALSE
"20701","dy7ba","Qi","fDV",2018-09-04,7.491,35.92,36,46,FALSE
"20702","DYeM~","Yn","JFC",2016-01-05,3.055,23.46,0,7,FALSE
"20703","DYeM~","Yn","JFC",2016-01-12,3.745,24.18,7,7,FALSE
"20704","DYeM~","Yn","JFC",2016-01-19,2.535,22.22,7,7,FALSE
"20705","DYeM~","Yn","JFC",2016-01-26,2.69,11.33,7,7,FALSE
"20706","DYeM~","Yn","JFC",2016-02-02,1.265,15.49,7,2,FALSE
"20707","DYeM~","Yn","JFC",2016-02-04,0.295,2.53,2,6,FALSE
"20708","DYeM~","Yn","JFC",2016-02-10,1.105,10.53,6,6,FALSE
"20709","DYeM~","Yn","JFC",2016-02-16,0.625,8.86,6,11,FALSE
"20710","DYeM~","Yn","JFC",2016-02-27,1.07,12.71,11,6,FALSE
"20711","DYeM~","Yn","JFC",2016-03-04,1.92,17.14,6,7,FALSE
"20712","DYeM~","Yn","JFC",2016-03-11,2.02,14.68,7,6,FALSE
"20713","DYeM~","Yn","JFC",2016-03-17,3.2,26.2,6,6,FALSE
"20714","DYeM~","Yn","JFC",2016-03-23,2.94,40.94,6,8,FALSE
"20715","DYeM~","Yn","JFC",2016-03-31,1.715,13.28,8,5,FALSE
"20716","DYeM~","Yn","JFC",2016-04-05,0.3,4.3,5,3,FALSE
"20717","DYeM~","Yn","JFC",2016-04-08,1.385,18.79,3,3,FALSE
"20718","DYeM~","Yn","JFC",2016-04-11,2.41,4.44089209850063e-16,3,3,FALSE
"20719","DYeM~","Yn","JFC",2016-04-14,2.875,22.88,3,7,FALSE
"20720","DYeM~","Yn","JFC",2016-04-21,0.805,12.29,7,8,FALSE
"20721","DYeM~","Yn","JFC",2016-04-29,1.015,14.87,8,8,FALSE
"20722","DYeM~","Yn","JFC",2016-05-07,3.55,25.63,8,13,FALSE
"20723","DYeM~","Yn","JFC",2016-05-20,1.24,17.4,13,8,FALSE
"20724","DYeM~","Yn","JFC",2016-05-28,0.845,11.9,8,6,FALSE
"20725","DYeM~","Yn","JFC",2016-06-03,2.755,19.36,6,5,FALSE
"20726","DYeM~","Yn","JFC",2016-06-08,0.35,4.54,5,2,FALSE
"20727","DYeM~","Yn","JFC",2016-06-10,2.265,19.07,2,5,FALSE
"20728","DYeM~","Yn","JFC",2016-06-15,0.4,6.28,5,3,FALSE
"20729","DYeM~","Yn","JFC",2016-06-18,1.32,21.28,3,6,FALSE
"20730","DYeM~","Yn","JFC",2016-06-24,2.33,21.8,6,5,FALSE
"20731","DYeM~","Yn","JFC",2016-06-29,1.035,14.41,5,9,FALSE
"20732","DYeM~","Yn","JFC",2016-07-08,7.195,51.97,9,7,FALSE
"20733","DYeM~","Yn","JFC",2016-07-15,0.565,10.5,7,3,FALSE
"20734","DYeM~","Yn","JFC",2016-07-18,2.545,35.76,3,3,FALSE
"20735","DYeM~","Yn","JFC",2016-07-21,1.35,18.59,3,8,FALSE
"20736","DYeM~","Yn","JFC",2016-07-29,2.255,21.34,8,41,FALSE
"20737","DYeM~","Yn","JFC",2016-09-08,0.605,10.88,41,6,FALSE
"20738","DYeM~","Yn","JFC",2016-09-14,0.805,10.65,6,2,FALSE
"20739","DYeM~","Yn","JFC",2016-09-16,2.62,16.07,2,4,FALSE
"20740","DYeM~","Yn","JFC",2016-09-20,1.59,9.91,4,3,FALSE
"20741","DYeM~","Yn","JFC",2016-09-23,1.17,14.86,3,5,FALSE
"20742","DYeM~","Yn","JFC",2016-09-28,0.985,11.42,5,7,FALSE
"20743","DYeM~","Yn","JFC",2016-10-05,0.175,4.19,7,2,FALSE
"20744","DYeM~","Yn","JFC",2016-10-07,0.78,10.33,2,7,FALSE
"20745","DYeM~","Yn","JFC",2016-10-14,0.61,9.29,7,4,FALSE
"20746","DYeM~","Yn","JFC",2016-10-18,0.415,2.75,4,2,FALSE
"20747","DYeM~","Yn","JFC",2016-10-20,3.52,25.44,2,7,FALSE
"20748","DYeM~","Yn","JFC",2016-10-27,0.855,12.36,7,6,FALSE
"20749","DYeM~","Yn","JFC",2016-11-02,1.605,20.73,6,9,FALSE
"20750","DYeM~","Yn","JFC",2016-11-11,3.235,19.51,9,7,FALSE
"20751","DYeM~","Yn","JFC",2016-11-18,3.045,15.81,7,7,FALSE
"20752","DYeM~","Yn","JFC",2016-11-25,0.96,12.91,7,6,FALSE
"20753","DYeM~","Yn","JFC",2016-12-01,2.165,38.39,6,6,FALSE
"20754","DYeM~","Yn","JFC",2016-12-07,2.02,7.57,6,3,FALSE
"20755","DYeM~","Yn","JFC",2016-12-10,0.33,5.45,3,3,FALSE
"20756","DYeM~","Yn","JFC",2016-12-13,0.66,11,3,9,FALSE
"20757","DYeM~","Yn","JFC",2016-12-22,2.165,14.46,9,8,FALSE
"20758","DYeM~","Yn","JFC",2016-12-30,3.785,20.39,8,8,FALSE
"20759","DYeM~","Yn","JFC",2017-01-07,1.22,11.42,8,5,FALSE
"20760","DYeM~","Yn","JFC",2017-01-12,1.26,17.23,5,14,FALSE
"20761","DYeM~","Yn","JFC",2017-01-26,3.06,20.33,14,7,FALSE
"20762","DYeM~","Yn","JFC",2017-02-02,1.22,15.99,7,2,FALSE
"20763","DYeM~","Yn","JFC",2017-02-04,2.205,21.79,2,5,FALSE
"20764","DYeM~","Yn","JFC",2017-02-09,2.77,30.39,5,8,FALSE
"20765","DYeM~","Yn","JFC",2017-02-17,0.975,15.34,8,7,FALSE
"20766","DYeM~","Yn","JFC",2017-02-24,1.1,16.55,7,7,FALSE
"20767","DYeM~","Yn","JFC",2017-03-03,2.96,26.42,7,8,FALSE
"20768","DYeM~","Yn","JFC",2017-03-11,1.97,22.98,8,6,FALSE
"20769","DYeM~","Yn","JFC",2017-03-17,1.42,18.9,6,7,FALSE
"20770","DYeM~","Yn","JFC",2017-03-24,1.24,16.1,7,6,FALSE
"20771","DYeM~","Yn","JFC",2017-03-30,2.325,28.59,6,7,FALSE
"20772","DYeM~","Yn","JFC",2017-04-06,1.105,14.47,7,2,FALSE
"20773","DYeM~","Yn","JFC",2017-04-08,0.325,3.84,2,5,FALSE
"20774","DYeM~","Yn","JFC",2017-04-13,1.345,17.82,5,9,FALSE
"20775","DYeM~","Yn","JFC",2017-04-22,1.62,21.1,9,12,FALSE
"20776","DYeM~","Yn","JFC",2017-05-04,1.305,19.41,12,7,FALSE
"20777","DYeM~","Yn","JFC",2017-05-11,1.92,25.6,7,8,FALSE
"20778","DYeM~","Yn","JFC",2017-05-19,2.29,40.35,8,6,FALSE
"20779","DYeM~","Yn","JFC",2017-05-25,3.105,12.44,6,8,FALSE
"20780","DYeM~","Yn","JFC",2017-06-02,1.51,19.68,8,6,FALSE
"20781","DYeM~","Yn","JFC",2017-06-08,1.265,16.45,6,8,FALSE
"20782","DYeM~","Yn","JFC",2017-06-16,1.22,16.47,8,7,FALSE
"20783","DYeM~","Yn","JFC",2017-06-23,1.625,21.55,7,6,FALSE
"20784","DYeM~","Yn","JFC",2017-06-29,1.825,21.91,6,8,FALSE
"20785","DYeM~","Yn","JFC",2017-07-07,1.78,25.2,8,1,FALSE
"20786","DYeM~","Yn","JFC",2017-07-08,1.11,2,1,6,FALSE
"20787","DYeM~","Yn","JFC",2017-07-14,3.4,33.68,6,7,FALSE
"20788","DYeM~","Yn","JFC",2017-07-21,2.435,21.28,7,7,FALSE
"20789","DYeM~","Yn","JFC",2017-07-28,1.96,20.56,7,42,FALSE
"20790","DYeM~","Yn","JFC",2017-09-08,1.415,18.31,42,3,FALSE
"20791","DYeM~","Yn","JFC",2017-09-11,0.54,4.31,3,1,FALSE
"20792","DYeM~","Yn","JFC",2017-09-12,1.92,5.68,1,3,FALSE
"20793","DYeM~","Yn","JFC",2017-09-15,2.225,15.28,3,5,FALSE
"20794","DYeM~","Yn","JFC",2017-09-20,0.54,6.79,5,3,FALSE
"20795","DYeM~","Yn","JFC",2017-09-23,1.195,14.72,3,2,FALSE
"20796","DYeM~","Yn","JFC",2017-09-25,0.96,7.7,2,4,FALSE
"20797","DYeM~","Yn","JFC",2017-09-29,1.13,15.3,4,6,FALSE
"20798","DYeM~","Yn","JFC",2017-10-05,2.67,22.45,6,6,FALSE
"20799","DYeM~","Yn","JFC",2017-10-11,0.825,10.69,6,3,FALSE
"20800","DYeM~","Yn","JFC",2017-10-14,2.255,20.54,3,7,FALSE
"20801","DYeM~","Yn","JFC",2017-10-21,0.785,12.7,7,6,FALSE
"20802","DYeM~","Yn","JFC",2017-10-27,1.535,19.94,6,8,FALSE
