customer,shop,date,month,wday,quantity,billing,datediff_next,max_date
cQIAY,F50,2018-10-26,10,6,7.565,34.87,0,TRUE
CqLew,uRf,2018-09-24,9,2,3.035,31.97,0,TRUE
CqO4B,bbb,2018-10-20,10,7,4.17,14.59,0,TRUE
CQoO9,AWT,2018-10-25,10,5,10.725,43.2,0,TRUE
CQueZ,7XS,2017-05-30,5,3,3.105,24.44,0,TRUE
CQvSZ,7XS,2018-08-02,8,5,1.85,60.06,0,TRUE
cR49G,JFC,2018-10-31,10,4,0.205,1.93,0,TRUE
cr8yz,AWT,2018-09-05,9,4,1.33,17.55,0,TRUE
craFU,7ti,2018-08-30,8,5,4.58,16.79,0,TRUE
CRIiV,uRf,2018-10-19,10,6,5.53,32.75,0,TRUE
CRIKW,AWT,2018-08-30,8,5,2,12.19,0,TRUE
CRLm8,7M4,2018-10-31,10,4,3.37,40.47,0,TRUE
CrR_5,7ti,2018-08-09,8,5,1,6.95,0,TRUE
CrTSv,bbb,2018-10-30,10,3,1.995,78.8,0,TRUE
CRwpS,Rtw,2018-08-29,8,4,2.515,10.47,0,TRUE
CRyo1,fDV,2018-10-27,10,7,4.885,16.85,0,TRUE
Cs_22,HYm,2018-10-19,10,6,0.655,10.71,0,TRUE
Cs_H0,7M4,2018-10-24,10,4,5.75,38.31,0,TRUE
cs2LS,bbb,2018-08-28,8,3,2.17,39.48,0,TRUE
Cs7bN,AWT,2018-09-15,9,7,1.92,22.4,0,TRUE
CS9mx,5S8,2018-10-29,10,2,0.505,9.73,0,TRUE
cs9vu,AWT,2018-04-25,4,4,8.825,51.11,0,TRUE
cscaz,KFW,2017-12-14,12,5,3.626,26.1,0,TRUE
csdFE,J5B,2018-09-29,9,7,1.13,14.63,0,TRUE
csQ43,AWT,2018-10-26,10,6,7.325,39.74,0,TRUE
csVwI,8TO,2018-09-21,9,6,0.135,1.1,0,TRUE
Csz7Z,8TO,2018-10-26,10,6,1,3.47,0,TRUE
Ct_Gy,7XS,2018-09-05,9,4,0.435,8.28,0,TRUE
cT2wr,~iy,2018-10-31,10,4,5.242,9.22,0,TRUE
Ct8tx,AWT,2018-10-27,10,7,3.3,33.86,0,TRUE
cTb7D,0aM,2018-10-22,10,2,4.256,60.01,0,TRUE
cTfvV,7ti,2018-10-25,10,5,1.3,21.8,0,TRUE
CtsuT,7XS,2018-10-27,10,7,0.825,18.26,0,TRUE
cU4WB,fDV,2018-06-16,6,7,3.205,5.39,0,TRUE
cuBLP,7XS,2018-06-09,6,7,0.43,7.72,0,TRUE
CuIVT,7ti,2018-10-06,10,7,1.49,26.22,0,TRUE
cUPQr,tbv,2018-10-24,10,4,4.964,46.61,0,TRUE
cV_Sx,AWT,2018-10-29,10,2,7.69,14.08,0,TRUE
Cv05V,AWT,2018-10-03,10,4,2.56,42.42,0,TRUE
CvBv6,Ed0,2018-10-31,10,4,0.4,5.77,0,TRUE
CveYE,7ti,2018-08-01,8,4,5.64,40.44,0,TRUE
cvirT,Rtw,2018-09-22,9,7,1.73,13.75,0,TRUE
cvNRo,AWT,2017-10-17,10,3,4.395,44.13,0,TRUE
cVO1v,5S8,2018-10-13,10,7,13.75,64.9,0,TRUE
cvSv8,5S8,2018-10-15,10,2,0.36,5.54,0,TRUE
cvvR1,AWT,2018-10-29,10,2,1,5.46,0,TRUE
CvvtQ,sN6,2018-10-20,10,7,0.9,11.97,0,TRUE
CvzzM,0aM,2018-10-30,10,3,0.516,6.14,0,TRUE
cw_GL,7ti,2018-09-20,9,5,1.34,5.49,0,TRUE
cwB2C,~iy,2018-10-19,10,6,5.626,28.76,0,TRUE
cwHWR,AWT,2018-09-27,9,5,8.28,52.26,0,TRUE
cwiJa,Ed0,2018-10-31,10,4,0.875,19.83,0,TRUE
CwJ~V,KFW,2018-10-20,10,7,2.408,32.23,0,TRUE
cWKKW,7ti,2018-10-31,10,4,0.155,18.6,0,TRUE
CWkTu,~iy,2018-10-29,10,2,1,4.4,0,TRUE
Cx~bZ,7XS,2018-07-27,7,6,1.685,32.62,0,TRUE
CX31h,tbv,2018-10-17,10,4,0.302,5.35,0,TRUE
cx7XD,fDV,2018-10-25,10,5,7.83,90.86,0,TRUE
cXAKc,7ti,2018-10-01,10,2,0.97,11.27,0,TRUE
cXDz~,5S8,2018-09-17,9,2,0.27,4.16,0,TRUE
CxhYD,7XS,2018-10-31,10,4,1.5,39.06,0,TRUE
CxIpc,nRq,2018-10-02,10,3,1.315,22.31,0,TRUE
CxyYM,AWT,2018-10-09,10,3,0.93,12.23,0,TRUE
cxz3N,fDV,2018-07-02,7,2,2.402,30.8,0,TRUE
CxzlI,F50,2018-10-30,10,3,1.31,18.48,0,TRUE
cY2bh,sN6,2018-10-29,10,2,4.26,22.8,0,TRUE
Cy3Na,8TO,2018-10-13,10,7,6.025,31.2,0,TRUE
CyA07,bbb,2018-10-27,10,7,6.7,70.2,0,TRUE
cyNYz,sN6,2018-10-30,10,3,2.075,22.06,0,TRUE
cYvsV,bbb,2018-09-21,9,6,1.355,14.96,0,TRUE
cYW0s,~iy,2018-10-22,10,2,2.132,5.68,0,TRUE
cywPm,sN6,2018-10-26,10,6,0.34,4.63,0,TRUE
CYYTQ,Rtw,2018-10-20,10,7,3.605,21.22,0,TRUE
cz~DT,AWT,2018-10-20,10,7,5.215,30.48,0,TRUE
cz4G6,AWT,2018-10-31,10,4,2.895,38.46,0,TRUE
cZ8at,fDV,2018-10-29,10,2,27.715,70.27,0,TRUE
CZaie,0aM,2018-07-06,7,6,3.054,24.74,0,TRUE
CzAlT,7M4,2018-10-30,10,3,0.545,5.97,0,TRUE
CZEYT,7ti,2018-10-20,10,7,3,15.95,0,TRUE
CzQMy,HYm,2018-10-26,10,6,7.055,28.74,0,TRUE
cZzkj,KFW,2018-09-01,9,7,1.826,28.49,0,TRUE
d_2Rw,AWT,2018-10-31,10,4,4,25.94,0,TRUE
D_c~I,sN6,2018-10-29,10,2,8.63,57.26,0,TRUE
d_JGy,lFX,2018-10-01,10,2,1.132,52.07,0,TRUE
D_ki5,AWT,2018-06-29,6,6,0.15,8.55,0,TRUE
d_NlI,AWT,2018-10-19,10,6,0.33,15.58,0,TRUE
d~EbG,bbb,2018-10-30,10,3,10.04,22.44,0,TRUE
D~h0c,AWT,2018-09-05,9,4,2.495,20.09,0,TRUE
d~nZH,5S8,2018-10-26,10,6,1.535,0,0,TRUE
D~vKm,nRq,2018-08-24,8,6,1.06,14.71,0,TRUE
d0Fiv,zF~,2018-10-19,10,6,3.2,26.73,0,TRUE
D0jfg,0aM,2018-10-31,10,4,2.414,24.84,0,TRUE
d0jnN,7M4,2018-10-30,10,3,1.845,21.28,0,TRUE
D0OoI,uRf,2018-10-31,10,4,7.22,70.39,0,TRUE
d0PZm,7XS,2018-10-31,10,4,2.63,34.28,0,TRUE
d0wMy,~iy,2018-10-19,10,6,4.522,53.52,0,TRUE
d0zfA,AWT,2018-09-28,9,6,1.38,17.91,0,TRUE
D15ol,Rtw,2018-09-19,9,4,3.405,22.46,0,TRUE
d1ch4,7M4,2018-10-10,10,4,2.055,15.42,0,TRUE
d3egN,8TO,2018-10-26,10,6,3.59,42.54,0,TRUE
d3kY0,5S8,2017-12-23,12,7,9.76,81.09,0,TRUE
D3L~f,JFC,2018-03-15,3,5,0.12,7.14,0,TRUE
d3ObV,bbb,2018-10-26,10,6,2.52,23.48,0,TRUE
d4~t2,JFC,2018-10-27,10,7,2.485,19.89,0,TRUE
D42j5,BBD,2018-10-31,10,4,44.275,69.75,0,TRUE
d4C7m,fDV,2018-09-26,9,4,1.21,14,0,TRUE
d4inp,5S8,2018-10-20,10,7,3,23.4,0,TRUE
d4pQT,bbb,2018-10-27,10,7,2.5,37.24,0,TRUE
d4Ty6,AWT,2018-10-31,10,4,1.98,11.88,0,TRUE
d522N,5S8,2018-10-31,10,4,4.415,29.87,0,TRUE
D58kv,KFW,2018-10-22,10,2,1.394,7.72,0,TRUE
d6T8b,bbb,2018-10-31,10,4,12.88,36.74,0,TRUE
d7Sii,5S8,2018-07-28,7,7,0.575,7.76,0,TRUE
D7Tnb,AWT,2018-10-15,10,2,0.83,8.72,0,TRUE
d8hru,7ti,2018-10-30,10,3,6.91,35.29,0,TRUE
D8kC2,AWT,2018-09-29,9,7,3.91,41.81,0,TRUE
D8nyx,KFW,2018-10-25,10,5,2.538,36.77,0,TRUE
D8rBc,AWT,2018-10-30,10,3,5.355,55.74,0,TRUE
D9Q1o,5S8,2018-10-25,10,5,2.565,14.06,0,TRUE
dA~_y,0aM,2018-10-20,10,7,3.46,36.63,0,TRUE
DA5KW,tbv,2018-10-13,10,7,2.92,20.19,0,TRUE
dA83X,7M4,2018-10-26,10,6,1.03,8.83,0,TRUE
DA9O8,0aM,2018-10-27,10,7,5.226,51.52,0,TRUE
dACPM,uRf,2018-10-26,10,6,6.265,17.47,0,TRUE
DadV5,AWT,2018-10-06,10,7,3,12.35,0,TRUE
DAjWW,AWT,2018-09-05,9,4,7.16,43.28,0,TRUE
daL0s,zF~,2018-10-10,10,4,1.62,7.18,0,TRUE
dAmkT,AWT,2018-10-17,10,4,4.955,41.76,0,TRUE
dAMWr,nRq,2018-10-26,10,6,1.825,17.88,0,TRUE
daN_D,7XS,2018-09-20,9,5,0.21,2.87,0,TRUE
DAqZ5,uRf,2018-10-16,10,3,0.45,4.13,0,TRUE
darY8,7XS,2018-05-02,5,4,2.615,16.52,0,TRUE
DasP7,0aM,2018-07-13,7,6,10.87,170.63,0,TRUE
DaUc9,0aM,2018-10-16,10,3,2.778,27.53,0,TRUE
dAUuw,AWT,2018-09-21,9,6,1.655,15.84,0,TRUE
dB1h1,Ed0,2018-04-24,4,3,0.34,3.92,0,TRUE
dB7Zv,fDV,2018-10-01,10,2,0.25,3.5,0,TRUE
DbeZc,AWT,2018-10-20,10,7,0.445,11.57,0,TRUE
dbhzm,KFW,2018-10-11,10,5,4.282,57.9,0,TRUE
dbIRU,nRq,2017-12-07,12,5,1.525,10.97,0,TRUE
DBkK1,7ti,2018-03-31,3,7,0.405,9.96,0,TRUE
DbKk4,HYm,2018-10-18,10,5,0.645,10.3,0,TRUE
DBQ5z,7XS,2018-07-30,7,2,0.64,27.25,0,TRUE
dbQDK,uRf,2018-10-24,10,4,4.95,19.9,0,TRUE
DBWn7,5S8,2018-09-28,9,6,1.53,37.1,0,TRUE
dbX8v,bbb,2018-10-29,10,2,0.175,3.94,0,TRUE
dbXzh,fDV,2018-06-05,6,3,3.89,32.76,0,TRUE
dBYzK,HYm,2018-10-27,10,7,0.525,5.96,0,TRUE
dc~f5,5S8,2018-10-25,10,5,2.355,6.31,0,TRUE
Dcjt_,7ti,2018-10-23,10,3,2.35,16.51,0,TRUE
DCmCi,~iy,2018-09-26,9,4,3.766,19.08,0,TRUE
DcpGK,7XS,2018-10-30,10,3,0.23,4.53,0,TRUE
DCqnC,0aM,2018-10-20,10,7,0.75,10.95,0,TRUE
DD0M6,0aM,2018-09-04,9,3,1.934,28.15,0,TRUE
Dd3pC,7ti,2018-10-24,10,4,0.715,10.47,0,TRUE
Dd43a,8TO,2018-10-30,10,3,2.45,10.59,0,TRUE
DD7DE,7M4,2018-10-24,10,4,2.125,15.56,0,TRUE
ddfcR,fDV,2018-10-25,10,5,18.965,82.46,0,TRUE
DdL3r,Ed0,2018-10-10,10,4,5.03,47.83,0,TRUE
DDqFA,~iy,2018-10-31,10,4,0.408,6.67,0,TRUE
dds8N,bbb,2018-10-01,10,2,1.585,7.67,0,TRUE
DdtNc,AWT,2018-10-25,10,5,0.99,24.4,0,TRUE
ddtpE,8TO,2018-10-31,10,4,3.7,5.37,0,TRUE
DDZcd,5S8,2018-10-31,10,4,0.735,5.07,0,TRUE
dE3ZG,HYm,2018-10-26,10,6,2.28,25.23,0,TRUE
deF02,fDV,2018-10-31,10,4,2.25,15.98,0,TRUE
deJPJ,7ti,2018-06-28,6,5,0.545,12.29,0,TRUE
dEOCA,nRq,2018-10-30,10,3,1.195,5.92,0,TRUE
dEucI,0aM,2018-10-25,10,5,4.176,38.44,0,TRUE
dExb3,J5B,2018-10-29,10,2,0.17,1.62,0,TRUE
dF_jM,~iy,2018-10-26,10,6,3.724,42.14,0,TRUE
Df1DV,7ti,2018-09-19,9,4,0.605,8.89,0,TRUE
df2qQ,uRf,2018-10-29,10,2,1.225,18.19,0,TRUE
DfBEf,bbb,2018-10-30,10,3,2.065,18.72,0,TRUE
DFd6~,5S8,2018-10-27,10,7,0.255,22.95,0,TRUE
Dfdfv,7XS,2018-10-23,10,3,1.065,26.65,0,TRUE
dFgwd,J5B,2018-06-21,6,5,1.325,6.79,0,TRUE
DFGyl,AWT,2018-10-27,10,7,0.91,20.88,0,TRUE
dfpaa,HYm,2018-10-30,10,3,0.81,13.71,0,TRUE
dFVTW,AWT,2018-08-25,8,7,6.67,49.95,0,TRUE
DFW6P,Rtw,2018-10-26,10,6,1.96,18.27,0,TRUE
dfXIV,8TO,2018-10-31,10,4,1.475,24.96,0,TRUE
Dg1H8,F50,2018-10-26,10,6,4.185,15.85,0,TRUE
DG8Og,Rtw,2018-10-31,10,4,3.8,28.08,0,TRUE
DgkTH,lFX,2018-10-13,10,7,1.148,22.64,0,TRUE
DgkUY,Rtw,2018-10-10,10,4,2.27,23.52,0,TRUE
Dgnqe,~iy,2018-10-31,10,4,2.716,58.93,0,TRUE
Dgquz,0aM,2018-09-18,9,3,1.118,12.41,0,TRUE
dhG75,~iy,2018-10-26,10,6,9.12,65.68,0,TRUE
DHHQe,tbv,2018-10-27,10,7,3.484,21.7,0,TRUE
DhLXb,bbb,2018-10-26,10,6,0.37,14.61,0,TRUE
DHMO1,KFW,2018-09-24,9,2,1.832,16.44,0,TRUE
DHPlB,fDV,2018-10-27,10,7,9.565,69.25,0,TRUE
dhpUo,uRf,2018-10-24,10,4,4.49,37.37,0,TRUE
dHVpL,bbb,2018-09-27,9,5,4.41,28.82,0,TRUE
DI2b6,0aM,2018-10-19,10,6,4.69,137.26,0,TRUE
dI5YZ,Ed0,2018-10-27,10,7,3,2.07,0,TRUE
di6ZU,8TO,2018-03-14,3,4,7.315,65.88,0,TRUE
dIqqK,nRq,2018-10-20,10,7,1.575,12.72,0,TRUE
DIqYn,AWT,2018-10-25,10,5,2.295,14.2,0,TRUE
DIu2Y,nRq,2018-10-20,10,7,2.095,20.87,0,TRUE
Diwxy,5S8,2018-07-21,7,7,4.905,23.07,0,TRUE
dj9vu,AWT,2018-10-20,10,7,14.395,122.63,0,TRUE
djcU4,wdU,2018-10-25,10,5,42.526,214.36,0,TRUE
DJcW2,Ed0,2018-09-13,9,5,0.35,5.45,0,TRUE
djd9M,uRf,2018-10-26,10,6,8.875,37.11,0,TRUE
DJe6W,~iy,2018-04-23,4,2,0.97,16.12,0,TRUE
DJFpk,JFC,2018-10-17,10,4,2.505,7.82,0,TRUE
dJkYC,bbb,2018-09-03,9,2,10.965,42.39,0,TRUE
djOK8,8TO,2018-08-03,8,6,2.16,20.74,0,TRUE
DJpSb,sN6,2018-10-13,10,7,3.38,37.23,0,TRUE
dju2d,0aM,2018-10-08,10,2,2.684,19.86,0,TRUE
dK_Iu,5S8,2018-10-01,10,2,4.511,14.3,0,TRUE
DK4kN,bbb,2018-07-03,7,3,1.52,21.87,0,TRUE
Dk9Oz,sN6,2018-10-03,10,4,2.91,13.4,0,TRUE
Dk9RX,5S8,2018-01-19,1,6,2,7,0,TRUE
dKaV4,fDV,2018-05-25,5,6,3.55,25.4,0,TRUE
DKNJW,7XS,2018-10-31,10,4,12.11,33.24,0,TRUE
Dkogr,7ti,2018-10-22,10,2,1.345,9.96,0,TRUE
dKtHA,KFW,2018-08-24,8,6,2.824,36.08,0,TRUE
dKWSm,nRq,2018-10-30,10,3,2.475,43.31,0,TRUE
DkXKm,sN6,2018-10-13,10,7,4.6,44.67,0,TRUE
dKXz6,AWT,2018-10-02,10,3,18.81,52.53,0,TRUE
DKYCK,AWT,2018-10-13,10,7,6.345,35.51,0,TRUE
dlhq0,7ti,2018-10-26,10,6,5.925,26.1,0,TRUE
dLJdx,7ti,2018-10-31,10,4,3.51,26.86,0,TRUE
DLlhB,fDV,2018-10-31,10,4,9.775,120.74,0,TRUE
dlLNS,8TO,2018-10-31,10,4,1.59,11.54,0,TRUE
DLTX9,JFC,2018-10-15,10,2,2.69,13.41,0,TRUE
DlucI,tbv,2018-10-08,10,2,3.594,46.76,0,TRUE
DlVAQ,0aM,2017-09-16,9,7,6.326,40.94,0,TRUE
DlvEl,KFW,2018-10-08,10,2,3.024,20.75,0,TRUE
dlyxf,F50,2018-09-06,9,5,1.27,21.48,0,TRUE
DM1rb,AWT,2018-04-07,4,7,2.285,39.26,0,TRUE
Dm7RC,5S8,2018-09-01,9,7,0.515,7.16,0,TRUE
DmdMP,tbv,2018-10-13,10,7,1.826,19.91,0,TRUE
dmhLk,5S8,2018-10-17,10,4,3.05,52.65,0,TRUE
DmHQI,F50,2018-10-26,10,6,6.67,32.36,0,TRUE
dMKwu,7ti,2018-10-26,10,6,2.84,27.94,0,TRUE
dmuSm,KFW,2018-10-26,10,6,0.384,13.89,0,TRUE
dn3w1,fDV,2018-10-19,10,6,13.24,49.11,0,TRUE
dn7E4,~iy,2018-09-15,9,7,1.164,17.86,0,TRUE
Dn85n,AWT,2018-10-26,10,6,3.58,10.79,0,TRUE
DNaXh,7XS,2018-10-22,10,2,0.53,8.4,0,TRUE
DNBgL,KFW,2018-07-31,7,3,0,0,0,TRUE
DNBOS,0aM,2018-10-25,10,5,0.832,17.76,0,TRUE
DNbRN,7XS,2018-10-25,10,5,0.21,2.35,0,TRUE
dNDMv,Ed0,2018-10-26,10,6,2.67,36.58,0,TRUE
DnpHy,AWT,2018-09-20,9,5,3.835,16.46,0,TRUE
Dny3r,AWT,2018-10-23,10,3,2.52,6.37,0,TRUE
DO_0a,nRq,2018-10-05,10,6,0.54,12.75,0,TRUE
dO_jP,~iy,2018-09-25,9,3,0.274,5.47,0,TRUE
DOaT4,Rtw,2018-10-26,10,6,13.94,130.18,0,TRUE
DoeG5,bbb,2018-10-27,10,7,1.94,25.95,0,TRUE
DoFT5,AWT,2018-10-31,10,4,9.395,65.51,0,TRUE
DOjCc,fDV,2018-10-09,10,3,1.085,17.42,0,TRUE
DOVWe,fDV,2018-10-26,10,6,4.16,27.56,0,TRUE
Dp_yB,~iy,2018-10-11,10,5,3.792,43.85,0,TRUE
dp4ba,AWT,2018-10-13,10,7,8.715,48.22,0,TRUE
dpauE,F50,2018-10-30,10,3,1.69,21.28,0,TRUE
dPBky,5S8,2018-10-04,10,5,2.545,27.96,0,TRUE
DpBzQ,8TO,2018-10-31,10,4,5.69,52.79,0,TRUE
DPGRA,JFC,2018-10-31,10,4,1.325,3.5,0,TRUE
dPiZP,AWT,2018-10-18,10,5,0.275,7.15,0,TRUE
Dpnwf,KFW,2018-10-26,10,6,4.048,44.17,0,TRUE
dPOKI,F50,2018-10-15,10,2,2.985,9.64,0,TRUE
DPPeS,AWT,2018-09-07,9,6,4.235,21.23,0,TRUE
DpQs6,7XS,2018-10-23,10,3,2.005,15.89,0,TRUE
dpu2_,sN6,2018-10-31,10,4,5.125,25.83,0,TRUE
Dpx6B,bbb,2018-10-13,10,7,1.02,16.32,0,TRUE
dpy2R,JFC,2018-10-31,10,4,0.56,4.49,0,TRUE
DQ2qE,AWT,2018-09-20,9,5,2.54,7.47,0,TRUE
DQc2M,F50,2018-10-23,10,3,0.79,6.54,0,TRUE
DQc4a,fDV,2018-10-31,10,4,3,19.9,0,TRUE
DQCuS,7ti,2018-10-06,10,7,1.8,14.9,0,TRUE
DQE49,nRq,2018-10-31,10,4,2.105,15.58,0,TRUE
dqHo2,KFW,2018-10-10,10,4,1.516,19.16,0,TRUE
dQJdT,AWT,2018-09-12,9,4,1.58,20.43,0,TRUE
dQoWH,~iy,2017-12-22,12,6,10.528,50.1,0,TRUE
dQPpK,uRf,2018-10-27,10,7,6.6,44.08,0,TRUE
dQQJT,AWT,2018-10-04,10,5,0.825,9.49,0,TRUE
dQSIj,AWT,2018-10-30,10,3,4.58,11,0,TRUE
dQsQg,HYm,2018-06-26,6,3,25.887,45.41,0,TRUE
dQsWK,fDV,2018-10-31,10,4,0.59,37.09,0,TRUE
dQWET,~iy,2018-09-22,9,7,3.69,20.07,0,TRUE
dQZOu,0aM,2018-10-13,10,7,9.098,84.23,0,TRUE
Dr~x9,KFW,2018-08-03,8,6,3.31,11.51,0,TRUE
dR0jc,fDV,2018-08-28,8,3,10.74,29.47,0,TRUE
Dr35y,KFW,2018-10-20,10,7,3.428,35.1,0,TRUE
Dr6sT,7ti,2018-10-25,10,5,0.23,6.85,0,TRUE
DrcYT,AWT,2018-09-26,9,4,4.505,14.64,0,TRUE
drfJU,AWT,2018-10-30,10,3,3.485,28.69,0,TRUE
drGIE,7M4,2018-10-29,10,2,1.145,13.09,0,TRUE
DrjTi,nRq,2018-10-23,10,3,0.31,3.69,0,TRUE
DROBF,0aM,2018-10-26,10,6,0.798,7.23,0,TRUE
dRoSI,~iy,2018-10-26,10,6,5.07,52.82,0,TRUE
drszu,0aM,2018-10-20,10,7,2.31,31.68,0,TRUE
DS8Tj,uRf,2018-08-17,8,6,5.405,19.53,0,TRUE
DsA4B,AWT,2018-10-29,10,2,1.98,17.82,0,TRUE
dSare,7XS,2018-07-27,7,6,2.965,80,0,TRUE
DSONv,Ed0,2018-10-01,10,2,0.46,6.93,0,TRUE
dSqIe,AWT,2018-10-31,10,4,5.24,56.11,0,TRUE
dstDx,tbv,2018-10-03,10,4,0.504,6.86,0,TRUE
DsWBD,Ed0,2018-10-26,10,6,2.305,24.76,0,TRUE
dsY_d,fDV,2018-09-08,9,7,2.105,28.56,0,TRUE
dtmtc,bbb,2018-10-26,10,6,4.305,18.54,0,TRUE
DTQ5G,AWT,2018-06-29,6,6,0.76,10.56,0,TRUE
DtTZl,AWT,2018-10-25,10,5,0.65,9.49,0,TRUE
dtVw9,AWT,2018-08-17,8,6,1.29,19.34,0,TRUE
dud7u,tbv,2018-10-31,10,4,3.444,12.31,0,TRUE
DUtkN,HYm,2018-10-31,10,4,6.67,62.81,0,TRUE
dUtw6,uRf,2018-10-26,10,6,3,10.31,0,TRUE
DuyLr,sN6,2018-04-11,4,4,4.62,37.59,0,TRUE
dv5uC,KFW,2018-10-31,10,4,3.026,25.36,0,TRUE
dV8Dq,~iy,2018-10-26,10,6,1.318,24.53,0,TRUE
dvE7s,7ti,2018-10-13,10,7,0.135,2,0,TRUE
DVFNI,7ti,2018-10-30,10,3,3,13.95,0,TRUE
dvgsh,uRf,2018-10-31,10,4,4.61,30,0,TRUE
DVhlI,bbb,2018-10-11,10,5,2.585,25.87,0,TRUE
DVl3Z,tbv,2018-04-14,4,7,5.596,41.91,0,TRUE
DvLU7,AWT,2018-10-16,10,3,1.615,24.69,0,TRUE
dVoXR,HYm,2018-10-31,10,4,1.33,9.22,0,TRUE
dVsaN,HYm,2018-10-11,10,5,0.59,15.54,0,TRUE
dVVXu,KFW,2018-05-12,5,7,3.388,69.76,0,TRUE
Dwl72,5S8,2018-08-08,8,4,2.625,49.66,0,TRUE
dWOzd,uRf,2018-10-26,10,6,3.09,40.84,0,TRUE
DWQXG,Rtw,2018-10-20,10,7,4.61,28.02,0,TRUE
dWS6s,HYm,2018-10-30,10,3,0.16,3.6,0,TRUE
dWuJY,7ti,2017-11-11,11,7,2.26,24.99,0,TRUE
dwWmK,~iy,2018-10-30,10,3,2.648,30.82,0,TRUE
DWWOt,7XS,2018-10-17,10,4,1.595,20.04,0,TRUE
dWzE7,7ti,2018-10-26,10,6,5.94,75.1,0,TRUE
dWznn,J5B,2018-10-25,10,5,3.96,38.35,0,TRUE
dX1Eh,uRf,2018-10-10,10,4,1.95,7.86,0,TRUE
dxCSY,0aM,2018-10-29,10,2,5.492,46.63,0,TRUE
dxfa3,0aM,2018-07-06,7,6,0.318,3.12,0,TRUE
DXgPI,7XS,2018-10-18,10,5,3.115,53.5,0,TRUE
dXLrH,7XS,2018-10-18,10,5,0.48,10.3,0,TRUE
dXm~A,8TO,2018-08-08,8,4,2.89,30.08,0,TRUE
dxOsO,bbb,2018-10-30,10,3,10.9,78.24,0,TRUE
DXQJY,7ti,2018-10-30,10,3,0.695,9.25,0,TRUE
dXSC5,Ed0,2018-10-30,10,3,2.3,9.59,0,TRUE
DXtbw,bbb,2018-09-29,9,7,3.37,13.08,0,TRUE
dxXDr,0aM,2018-06-16,6,7,3.632,49.08,0,TRUE
DXZ3R,0aM,2018-10-27,10,7,2.046,21.58,0,TRUE
Dy_TZ,tbv,2018-10-19,10,6,1.016,35.32,0,TRUE
Dy4dY,AWT,2018-10-31,10,4,0.395,5.1,0,TRUE
dyBEx,bbb,2017-10-07,10,7,0.33,7.69,0,TRUE
DYIZQ,8TO,2018-10-31,10,4,6.655,53.47,0,TRUE
dyjO9,7ti,2018-10-31,10,4,3.465,4.74,0,TRUE
dYKoW,Rtw,2018-06-09,6,7,10.12,28.01,0,TRUE
DymM9,sN6,2018-10-26,10,6,3.035,44.3,0,TRUE
DYqIC,5S8,2018-01-17,1,4,3.16,10.73,0,TRUE
dYtDJ,AWT,2018-10-06,10,7,3.115,25.11,0,TRUE
dZ4Si,AWT,2018-10-18,10,5,6.415,49.74,0,TRUE
Dz53R,5S8,2018-10-30,10,3,4.7,43.15,0,TRUE
dZ6ki,AWT,2018-07-21,7,7,3.07,41.01,0,TRUE
Dz9gd,~iy,2018-10-29,10,2,0.522,7.65,0,TRUE
DzapE,0aM,2018-10-31,10,4,2.106,13.68,0,TRUE
DZDJR,KFW,2018-10-30,10,3,7.28,44.78,0,TRUE
dZeCY,uRf,2018-10-24,10,4,2.56,12.83,0,TRUE
DzkFK,fDV,2018-06-07,6,5,0.35,5.08,0,TRUE
dZKt_,fDV,2018-09-21,9,6,2.615,31.46,0,TRUE
dZMOR,5S8,2018-10-18,10,5,1,6.2,0,TRUE
DZsCy,J5B,2018-10-27,10,7,3.455,33.95,0,TRUE
E_3kM,JFC,2018-09-26,9,4,2.9,9.64,0,TRUE
E_5m0,AWT,2018-10-24,10,4,6.68,101.69,0,TRUE
e~bC9,bbb,2018-10-31,10,4,5.49,31.54,0,TRUE
e~Fh3,Ed0,2018-01-29,1,2,0.82,10.89,0,TRUE
E~J2b,7ti,2018-10-29,10,2,0.505,7.76,0,TRUE
E~mZp,AWT,2018-09-22,9,7,11.175,76.29,0,TRUE
E~PlE,JFC,2018-10-17,10,4,0.385,3.03,0,TRUE
E0~T2,7ti,2018-10-24,10,4,3.24,23.41,0,TRUE
E0b5p,8TO,2018-10-04,10,5,2.615,26.91,0,TRUE
E0DX~,bbb,2018-10-18,10,5,0.765,9.06,0,TRUE
e10Sq,7XS,2018-10-26,10,6,1.775,58.41,0,TRUE
E121h,tbv,2018-10-25,10,5,3.302,19.37,0,TRUE
e15up,HYm,2018-10-18,10,5,1.46,18.55,0,TRUE
e1g9p,F50,2018-02-08,2,5,7.825,36.28,0,TRUE
e1zo2,F50,2018-09-12,9,4,4.625,27.65,0,TRUE
E2Cwb,Rtw,2018-09-15,9,7,5.145,19.37,0,TRUE
E2dPM,KFW,2018-07-25,7,4,0.158,4.89,0,TRUE
e2f31,8TO,2018-05-29,5,3,1.69,10.02,0,TRUE
E2pL7,HYm,2018-10-31,10,4,1.59,20.85,0,TRUE
e3~c2,Ed0,2018-10-22,10,2,2,2.7,0,TRUE
e31cP,tbv,2018-10-22,10,2,0.298,5.79,0,TRUE
e3cVL,KFW,2018-06-08,6,6,5.434,73.43,0,TRUE
e3G4d,F50,2018-10-20,10,7,2.99,11.93,0,TRUE
e3hWI,sN6,2018-09-17,9,2,4.935,31.74,0,TRUE
