customer,shop,date,month,wday,quantity,billing,datediff_next,max_date
Dli0n,bbb,2018-10-11,10,5,0.34,7.8,0,TRUE
dnRMX,JFC,2018-10-26,10,6,4.265,38.63,0,TRUE
DP0xz,7ti,2018-10-27,10,7,5.385,53.25,0,TRUE
DPsaj,bbb,2018-09-17,9,2,2.97,26.38,0,TRUE
DQYII,AWT,2018-03-31,3,7,3.15,34.28,0,TRUE
dRB2M,0aM,2018-10-22,10,2,5.32,82.8,0,TRUE
DTRDk,AWT,2018-10-17,10,4,1.395,20.92,0,TRUE
DuZKj,7XS,2018-10-26,10,6,2.005,18.83,0,TRUE
dVb9F,uRf,2018-10-18,10,5,1.425,4.13,0,TRUE
DvxYD,F50,2018-10-27,10,7,0.57,3.93,0,TRUE
DW5Ij,JFC,2018-10-29,10,2,1.165,2.98,0,TRUE
dy7ba,fDV,2018-10-20,10,7,4.81,33.98,0,TRUE
DYeM~,JFC,2018-10-27,10,7,1.015,18.79,0,TRUE
dyEXf,fDV,2018-10-03,10,4,3,5.9,0,TRUE
DyPXM,AWT,2018-10-24,10,4,3.105,20.43,0,TRUE
e__sj,~iy,2018-10-05,10,6,2.194,30.38,0,TRUE
e~WT8,fDV,2018-10-26,10,6,5.35,58.02,0,TRUE
e1CQU,AWT,2018-09-19,9,4,3.29,38.5,0,TRUE
E4FrE,8TO,2018-10-29,10,2,7.185,46.3,0,TRUE
e6nZC,F50,2018-10-30,10,3,1.345,10.59,0,TRUE
e77YF,5S8,2018-10-31,10,4,1,6.95,0,TRUE
EA2eK,7ti,2018-10-19,10,6,10.275,51.49,0,TRUE
eAQ03,~iy,2018-08-31,8,6,2.182,25.5,0,TRUE
ECirm,AWT,2018-10-27,10,7,11.65,85.32,0,TRUE
eeEc4,tbv,2018-10-23,10,3,3.22,25.73,0,TRUE
EFB_m,5S8,2018-10-20,10,7,0.445,7.26,0,TRUE
Eg~2o,tbv,2018-09-06,9,5,4.086,23.08,0,TRUE
egEv_,F50,2018-09-28,9,6,1.065,9.19,0,TRUE
eGlal,Ed0,2018-10-30,10,3,4.05,33.73,0,TRUE
eHEan,AWT,2018-10-13,10,7,4.54,27.22,0,TRUE
eInwb,F50,2018-10-27,10,7,2.2,18.28,0,TRUE
EiQdX,F50,2018-04-19,4,5,0.83,3.52,0,TRUE
eISs5,JFC,2018-10-30,10,3,5.915,27.5,0,TRUE
ej5CC,5S8,2018-10-24,10,4,2.49,2,0,TRUE
EKbr8,7XS,2018-10-01,10,2,0.315,4.69,0,TRUE
ekfDA,AWT,2018-10-30,10,3,5.16,43.08,0,TRUE
EKG7d,AWT,2018-09-28,9,6,5.82,68.4,0,TRUE
EKKI5,AWT,2018-08-14,8,3,3.965,35.51,0,TRUE
Ekmwx,7ti,2018-09-19,9,4,3.14,15.9,0,TRUE
Em1R9,8TO,2018-10-16,10,3,13.25,96.37,0,TRUE
emrkB,uRf,2018-10-31,10,4,1.515,18.74,0,TRUE
enysd,tbv,2018-10-30,10,3,2.44,33.84,0,TRUE
EoRYR,F50,2018-10-31,10,4,0.8,5.76,0,TRUE
EOZgc,5S8,2018-10-29,10,2,6,10.2,0,TRUE
EpmBF,uRf,2017-12-23,12,7,9.775,72.67,0,TRUE
eqDoA,bbb,2018-10-31,10,4,14.855,71.8,0,TRUE
EQFYq,7ti,2018-10-31,10,4,1.285,29.44,0,TRUE
EQwz_,0aM,2018-08-20,8,2,1.714,19.93,0,TRUE
er6ic,~iy,2018-10-16,10,3,0.72,6.89,0,TRUE
eRACn,7ti,2018-10-22,10,2,2.71,18.36,0,TRUE
ERtk8,7ti,2018-09-10,9,2,4.01,40.01,0,TRUE
ERxTi,7ti,2018-10-15,10,2,3.365,4.68,0,TRUE
Eul__,8TO,2018-10-11,10,5,6.585,74.29,0,TRUE
EWN0K,nRq,2018-10-26,10,6,0.81,10.88,0,TRUE
eWvjE,7ti,2018-10-31,10,4,3.83,23.02,0,TRUE
EzFlV,AWT,2018-10-18,10,5,2.53,26.15,0,TRUE
EzGPC,F50,2018-10-26,10,6,15.245,52.17,0,TRUE
F_q7l,fDV,2018-10-02,10,3,1.535,6.39,0,TRUE
F19wF,uRf,2018-04-20,4,6,5.83,18.22,0,TRUE
F5Pzb,7M4,2018-10-27,10,7,6.175,8.59,0,TRUE
f7yre,5S8,2018-07-18,7,4,1,6.95,0,TRUE
F8Xl8,7ti,2018-08-04,8,7,4.82,39.42,0,TRUE
F9Q3r,bbb,2018-09-28,9,6,2,12.25,0,TRUE
FAH4r,KFW,2018-10-31,10,4,4.04,77.68,0,TRUE
fCEfv,7ti,2018-09-18,9,3,0.35,7.82,0,TRUE
fdALP,JFC,2018-10-27,10,7,0.73,5.94,0,TRUE
fDVzV,uRf,2018-09-18,9,3,3.55,6.08,0,TRUE
fFmv_,KFW,2018-10-19,10,6,1.868,63.71,0,TRUE
fFz92,bbb,2018-10-26,10,6,10.365,22.81,0,TRUE
fioMb,AWT,2018-09-08,9,7,3.315,13.19,0,TRUE
flXFm,bbb,2018-09-27,9,5,0.6,9.9,0,TRUE
fnHaM,5S8,2018-10-30,10,3,2.375,15.33,0,TRUE
fNKzK,fDV,2018-10-24,10,4,1.295,13.36,0,TRUE
fNyeM,~iy,2018-10-30,10,3,4,21.8,0,TRUE
fNyJB,~iy,2018-10-27,10,7,0.766,22.87,0,TRUE
fpcpz,fDV,2018-10-31,10,4,6.505,45.96,0,TRUE
fQUul,fDV,2018-10-29,10,2,1.05,8.45,0,TRUE
fRecc,Ed0,2018-07-05,7,5,1.8,21.08,0,TRUE
fRr7w,AWT,2018-10-30,10,3,3.595,25.75,0,TRUE
FYsSa,sN6,2018-10-25,10,5,4.675,19.97,0,TRUE
FZJ19,fDV,2018-10-11,10,5,0.96,12.09,0,TRUE
FZpQF,Ed0,2018-09-14,9,6,0.09,1.67,0,TRUE
fZSLV,7M4,2018-10-27,10,7,5.5,26.58,0,TRUE
g~9Lo,AWT,2018-10-27,10,7,2.585,57.54,0,TRUE
G02xI,0aM,2018-10-13,10,7,1.716,30.37,0,TRUE
g1WSb,uRf,2018-10-24,10,4,1.03,9.78,0,TRUE
G2peN,~iy,2018-10-25,10,5,3.138,27.21,0,TRUE
g5EuH,7M4,2018-10-27,10,7,5.7,39.33,0,TRUE
g5L2E,fDV,2018-10-26,10,6,1.865,40.98,0,TRUE
G5S7W,bbb,2018-10-31,10,4,0.155,15.34,0,TRUE
G5XOW,5S8,2018-10-23,10,3,4.27,10.04,0,TRUE
G6y~K,bbb,2018-10-22,10,2,2.52,9.28,0,TRUE
g9eyT,bbb,2018-10-26,10,6,1,8.95,0,TRUE
G9S8r,8TO,2018-10-31,10,4,2.625,23.49,0,TRUE
gC4oo,AWT,2018-07-12,7,5,3.305,25.67,0,TRUE
GciUf,~iy,2018-10-20,10,7,3.636,57.44,0,TRUE
gCpAn,7ti,2018-10-26,10,6,0.235,3.27,0,TRUE
GcpaY,bbb,2018-07-14,7,7,0.23,3.11,0,TRUE
gCrhb,AWT,2018-10-13,10,7,5.245,71.64,0,TRUE
Gdosi,AWT,2018-10-27,10,7,2.575,34.37,0,TRUE
gE0qd,fDV,2018-10-19,10,6,5.525,37.11,0,TRUE
gemZB,fDV,2018-10-26,10,6,5.2,75.78,0,TRUE
GEt93,7XS,2018-10-11,10,5,5.42,24.77,0,TRUE
gfFHc,AWT,2018-10-11,10,5,7.12,52.32,0,TRUE
GgEPo,~iy,2018-10-16,10,3,9.532,41.8,0,TRUE
ggpZQ,zF~,2018-09-20,9,5,0.785,15.81,0,TRUE
ggVXa,fDV,2018-10-29,10,2,2.08,38.21,0,TRUE
GI0AR,8TO,2018-10-26,10,6,2.69,27.53,0,TRUE
Gi9zd,tbv,2018-10-31,10,4,9.87,114.57,0,TRUE
gIMH7,7XS,2018-10-02,10,3,1.87,22.2,0,TRUE
gkX2Z,5S8,2018-05-12,5,7,2.785,26.92,0,TRUE
gL96v,0aM,2018-10-27,10,7,5.564,46.42,0,TRUE
gLZpZ,7ti,2018-07-17,7,3,1.75,19.82,0,TRUE
Gm~mF,AWT,2018-09-24,9,2,2.325,26.28,0,TRUE
gNtdi,7ti,2018-09-13,9,5,2,10.75,0,TRUE
GOiIx,bbb,2018-10-10,10,4,0.21,2.07,0,TRUE
gQe30,AWT,2018-10-31,10,4,0.225,5.49,0,TRUE
Gr0uX,AWT,2018-10-05,10,6,1,3,0,TRUE
gRcaV,nRq,2018-10-20,10,7,1.41,13.75,0,TRUE
Gs~DY,Ed0,2018-10-29,10,2,1.56,39.55,0,TRUE
gS9UL,AWT,2018-09-20,9,5,2.17,16.76,0,TRUE
GSXC1,0aM,2018-09-29,9,7,13.68,97.34,0,TRUE
guohM,fDV,2018-10-11,10,5,2.626,40.81,0,TRUE
gV36Q,7XS,2018-10-24,10,4,0.34,6.34,0,TRUE
gVbwT,5S8,2018-09-29,9,7,2,8,0,TRUE
GVg9J,Rtw,2018-10-29,10,2,2.265,14.18,0,TRUE
GZ4j6,uRf,2018-10-27,10,7,7.155,24.69,0,TRUE
h26f8,KFW,2018-10-26,10,6,6.82,86.04,0,TRUE
H3Iaq,bbb,2018-10-25,10,5,1.435,16.11,0,TRUE
H65PJ,5S8,2018-10-27,10,7,0.63,22.42,0,TRUE
H7tL5,uRf,2018-10-06,10,7,1.27,51.99,0,TRUE
H7zMR,tbv,2018-10-10,10,4,0.588,11.45,0,TRUE
h8V8L,lFX,2018-10-13,10,7,1.102,70.57,0,TRUE
H9cLm,fDV,2018-10-19,10,6,0.705,9.8,0,TRUE
h9DWG,fDV,2018-09-15,9,7,3.561,18.26,0,TRUE
HAKp1,AWT,2018-10-26,10,6,10.25,61.97,0,TRUE
Hb7X6,fDV,2018-10-31,10,4,0.885,33.18,0,TRUE
Hbelr,~iy,2018-10-10,10,4,0.464,10.52,0,TRUE
HBfoM,7ti,2018-06-14,6,5,3.05,31.43,0,TRUE
HF7~3,~iy,2018-07-03,7,3,1.506,14.74,0,TRUE
HGEu6,7ti,2018-07-27,7,6,4,20.9,0,TRUE
hGiKT,fDV,2018-10-09,10,3,3.37,45.97,0,TRUE
hGz9D,~iy,2018-10-30,10,3,0.614,6.51,0,TRUE
HHDB9,KFW,2018-10-26,10,6,0.134,2.29,0,TRUE
hhhlO,0aM,2018-10-30,10,3,3.484,14.28,0,TRUE
hhpNp,sN6,2018-10-20,10,7,0.23,12.64,0,TRUE
HHV_8,KFW,2018-10-24,10,4,0,0,0,TRUE
hJa4v,KFW,2018-10-29,10,2,1.952,13.45,0,TRUE
hmJiO,7XS,2018-10-31,10,4,0.5,13.6,0,TRUE
hMTY2,AWT,2018-10-22,10,2,3.365,15.12,0,TRUE
hoLgI,5S8,2018-10-23,10,3,3.735,44.85,0,TRUE
hOT_L,AWT,2018-10-30,10,3,2.64,13.49,0,TRUE
hq_mx,sN6,2018-10-29,10,2,2.045,14.18,0,TRUE
hQ8dW,bbb,2018-09-17,9,2,2.025,22.66,0,TRUE
HsOmt,7ti,2018-08-02,8,5,3.755,51.32,0,TRUE
HtXId,7ti,2018-10-26,10,6,0.27,3.75,0,TRUE
hu1h4,AWT,2018-10-30,10,3,7.925,68.06,0,TRUE
Hu2L4,~iy,2018-10-20,10,7,6.366,79.1,0,TRUE
huWa5,KFW,2018-10-26,10,6,4.226,70.21,0,TRUE
HVeBK,KFW,2018-10-24,10,4,1.018,11.1,0,TRUE
hVNK_,7ti,2018-10-05,10,6,4,19.85,0,TRUE
hVXk6,7ti,2018-09-27,9,5,3.435,8.02,0,TRUE
hXP2t,bbb,2018-10-11,10,5,2.695,25.86,0,TRUE
hXqES,AWT,2018-10-05,10,6,2.225,16.78,0,TRUE
HYvOk,fDV,2018-07-10,7,3,2,2.4,0,TRUE
hzS9Y,uRf,2018-10-25,10,5,2.775,32.54,0,TRUE
hZXaD,fDV,2018-10-09,10,3,2.995,25.1,0,TRUE
i_SB2,fDV,2018-10-31,10,4,6.16,5.94,0,TRUE
I07rR,7ti,2018-10-11,10,5,3.755,37.66,0,TRUE
i0QZC,AWT,2018-04-05,4,5,0.2,11.4,0,TRUE
I3rRj,8TO,2018-10-26,10,6,6.195,56.52,0,TRUE
i4awU,Ed0,2018-10-11,10,5,6.865,35.11,0,TRUE
I5Isn,JFC,2018-10-05,10,6,3.21,24.67,0,TRUE
I6JXt,nRq,2018-10-18,10,5,1,14.6,0,TRUE
i7Dc7,0aM,2018-09-26,9,4,2.6,29.34,0,TRUE
ia2pY,lFX,2018-10-13,10,7,1.636,25.96,0,TRUE
iCDpS,AWT,2018-10-30,10,3,12.04,42.91,0,TRUE
iE96A,8TO,2018-10-27,10,7,2,7.72,0,TRUE
IeR9V,AWT,2018-10-27,10,7,0.535,27.25,0,TRUE
iERLE,bbb,2018-05-25,5,6,0.19,5.23,0,TRUE
IF5KB,7ti,2018-09-29,9,7,2.325,12.81,0,TRUE
iFC7x,AWT,2018-10-22,10,2,3,11.38,0,TRUE
Ifz_5,AWT,2018-08-12,8,1,2.25,30.23,0,TRUE
iHFRb,~iy,2018-10-26,10,6,5.252,32.37,0,TRUE
iHwQm,~iy,2018-10-13,10,7,3.068,43.73,0,TRUE
ImvyG,AWT,2018-10-30,10,3,1.79,9.05,0,TRUE
inDY6,bbb,2018-10-26,10,6,1.715,35.11,0,TRUE
iohwE,bbb,2018-10-18,10,5,2.235,30.12,0,TRUE
ISEN2,Ed0,2018-10-26,10,6,1.365,21.64,0,TRUE
IsklD,Ed0,2018-10-03,10,4,14.23,49.54,0,TRUE
ITQ3q,5S8,2018-10-27,10,7,10.26,26.33,0,TRUE
iuanU,bbb,2018-10-22,10,2,0.165,3.71,0,TRUE
IV2UR,AWT,2018-08-28,8,3,3.525,26.17,0,TRUE
Ivs4U,tbv,2018-10-27,10,7,1.426,10.88,0,TRUE
IWbMH,KFW,2018-10-22,10,2,1.782,22.07,0,TRUE
iwYWU,uRf,2018-09-20,9,5,5.86,37.02,0,TRUE
IXPP0,JFC,2018-10-20,10,7,1.69,14.35,0,TRUE
IyXWy,AWT,2018-10-10,10,4,0.355,4.58,0,TRUE
iZqwi,~iy,2018-10-25,10,5,1.194,27.05,0,TRUE
J_T8J,lFX,2018-10-27,10,7,2.144,19.9,0,TRUE
j_uJe,F50,2018-10-16,10,3,1.62,15.69,0,TRUE
j1wq0,AWT,2018-10-27,10,7,4.42,53.35,0,TRUE
j45RO,7ti,2018-09-19,9,4,0.375,24.44,0,TRUE
jaNWS,lFX,2018-09-18,9,3,3.244,6.64,0,TRUE
JdB5g,7ti,2018-10-26,10,6,2,15,0,TRUE
jDyZE,7M4,2018-10-23,10,3,0.3,4.77,0,TRUE
JFObD,7XS,2018-10-11,10,5,2.825,25.55,0,TRUE
JG~Fg,JFC,2018-10-27,10,7,2.53,15.66,0,TRUE
JgB3o,tbv,2018-10-13,10,7,1.504,6.95,0,TRUE
JH79D,7ti,2018-10-19,10,6,1.93,13.44,0,TRUE
jhXvF,AWT,2018-10-29,10,2,1.74,14.87,0,TRUE
jkjMz,fDV,2018-10-05,10,6,3.245,27.53,0,TRUE
jL2H_,AWT,2018-10-26,10,6,2.55,18.51,0,TRUE
jLXxB,5S8,2018-09-04,9,3,0.34,6.33,0,TRUE
JN2bF,JFC,2018-10-26,10,6,4.595,33.43,0,TRUE
jNDZ9,fDV,2018-10-04,10,5,9.255,23.3,0,TRUE
jPlTt,7M4,2018-10-25,10,5,0.72,14.92,0,TRUE
jRdYv,bbb,2018-10-29,10,2,1.85,28.72,0,TRUE
js1p3,AWT,2018-10-31,10,4,5.18,27.77,0,TRUE
JSlVy,5S8,2018-09-17,9,2,0.85,21.03,0,TRUE
jTjY9,~iy,2018-06-20,6,4,0.504,6.77,0,TRUE
jTQ_r,KFW,2018-10-31,10,4,4.064,61.35,0,TRUE
jup8f,fDV,2018-10-22,10,2,3.045,0,0,TRUE
JV8Z6,~iy,2018-08-30,8,5,3.636,31.8,0,TRUE
JVgLs,5S8,2018-09-20,9,5,4.99,51.9,0,TRUE
JWq~F,0aM,2018-10-20,10,7,2.33,18.16,0,TRUE
jXs1a,Ed0,2018-03-24,3,7,1.31,15.38,0,TRUE
jyg21,uRf,2018-05-31,5,5,0.33,3.58,0,TRUE
jYtfl,uRf,2018-08-31,8,6,1.985,6.92,0,TRUE
JyWip,~iy,2018-09-05,9,4,2.294,20.36,0,TRUE
jZkzY,7ti,2018-10-26,10,6,2.87,26.13,0,TRUE
k_waX,uRf,2018-09-29,9,7,0.43,4.21,0,TRUE
K6J~P,7ti,2018-10-22,10,2,4.405,24.85,0,TRUE
K7wI8,uRf,2018-10-31,10,4,8.11,42.04,0,TRUE
kBAQg,AWT,2018-10-23,10,3,0.75,23.36,0,TRUE
KbfET,5S8,2018-07-24,7,3,8.05,54.84,0,TRUE
kBzxz,KFW,2018-10-20,10,7,3.928,26.8,0,TRUE
KcaWf,fDV,2018-09-27,9,5,2.67,27.69,0,TRUE
kCUE_,nRq,2018-10-11,10,5,0.915,10.45,0,TRUE
Kd3bJ,tbv,2018-10-31,10,4,0.26,4.45,0,TRUE
KDl8A,J5B,2018-07-26,7,5,2.04,29.23,0,TRUE
kdxka,F50,2018-10-19,10,6,5.825,32.9,0,TRUE
KEb48,bbb,2018-04-12,4,5,1.16,6.55,0,TRUE
kFgCI,5S8,2018-10-24,10,4,0.4,5.92,0,TRUE
khmKq,uRf,2018-04-17,4,3,1.37,4.74,0,TRUE
kIwIl,5S8,2018-09-19,9,4,1.48,14.35,0,TRUE
KK_5w,0aM,2018-10-15,10,2,3.106,34.17,0,TRUE
KK4VV,F50,2018-10-29,10,2,1.145,2.71,0,TRUE
kKGyC,7ti,2018-10-26,10,6,1.14,24.32,0,TRUE
kLHmH,5S8,2018-07-14,7,7,3,15.95,0,TRUE
kN0_F,AWT,2018-10-29,10,2,7.79,21.69,0,TRUE
KnAjT,tbv,2018-10-20,10,7,2.038,52.46,0,TRUE
KnHus,5S8,2018-10-27,10,7,7.01,50.7,0,TRUE
knWev,7ti,2018-09-28,9,6,3.87,45.8,0,TRUE
Kosu3,7XS,2018-10-30,10,3,0.395,6.79,0,TRUE
KoXZx,lFX,2018-10-13,10,7,1.05,7.73,0,TRUE
KqHAg,7XS,2018-10-30,10,3,2.12,8.88178419700125e-16,0,TRUE
kqoUE,bbb,2018-10-04,10,5,1.2,7.35,0,TRUE
kr6Ta,bbb,2018-10-31,10,4,0.485,4.77,0,TRUE
Kw4sV,HYm,2018-10-23,10,3,0.245,7.96,0,TRUE
l~2Bv,fDV,2018-09-22,9,7,4.395,14.58,0,TRUE
l~JTu,5S8,2018-09-26,9,4,2.75,30.76,0,TRUE
l5OFG,sN6,2018-08-06,8,2,12.785,18.4,0,TRUE
l7FQy,KFW,2018-08-18,8,7,2.248,18.01,0,TRUE
l7Ym5,fDV,2018-10-31,10,4,5.505,61.81,0,TRUE
l8buC,7XS,2018-10-17,10,4,30,19.5,0,TRUE
l9juI,~iy,2018-10-22,10,2,6.922,36.81,0,TRUE
Lajl3,Ed0,2018-01-04,1,5,1,135,0,TRUE
LalN8,uRf,2018-09-03,9,2,2.255,16.76,0,TRUE
LBbX1,J5B,2018-09-04,9,3,0.7,11.75,0,TRUE
LcvMg,bbb,2018-10-27,10,7,9.91,56.34,0,TRUE
LeP5G,Rtw,2018-10-27,10,7,3.705,16.15,0,TRUE
lF4By,tbv,2018-10-27,10,7,1.608,24.81,0,TRUE
Lf6FF,nRq,2018-10-31,10,4,0.88,10.52,0,TRUE
Lg5DL,fDV,2018-10-26,10,6,1,1.95,0,TRUE
lhC4n,fDV,2018-10-26,10,6,3.475,28.33,0,TRUE
Ljfah,8TO,2018-10-25,10,5,0.99,28.48,0,TRUE
LK3DH,nRq,2018-07-04,7,4,0.335,4.98,0,TRUE
lkDGI,~iy,2018-10-27,10,7,3.472,65.42,0,TRUE
LlRvy,7M4,2018-07-16,7,2,2.745,33.17,0,TRUE
LMmIq,KFW,2018-10-31,10,4,2.326,23.43,0,TRUE
LNi6q,sN6,2018-10-27,10,7,4.565,38.87,0,TRUE
lQHVo,~iy,2018-10-03,10,4,1.942,10.44,0,TRUE
lQvZU,AWT,2018-10-25,10,5,3.345,57.81,0,TRUE
lQZ4j,7ti,2018-10-29,10,2,2.365,17.6,0,TRUE
LrUJX,~iy,2018-10-03,10,4,0.576,7.26,0,TRUE
lT1hO,5S8,2018-10-29,10,2,0.66,12.94,0,TRUE
LUbgG,bbb,2018-10-29,10,2,0.28,9.24,0,TRUE
lvQ0q,uRf,2018-10-26,10,6,6.275,24.66,0,TRUE
lWmTj,bbb,2018-10-31,10,4,2.325,26.8,0,TRUE
LYCBi,7XS,2018-10-30,10,3,2.065,19.48,0,TRUE
lYqdK,0aM,2018-09-24,9,2,2.066,14.17,0,TRUE
LyusC,fDV,2018-10-31,10,4,14.825,23.87,0,TRUE
lZb_g,7ti,2018-09-13,9,5,3,13.95,0,TRUE
LZkyn,AWT,2018-10-31,10,4,3.74,94.24,0,TRUE
M_pn8,7ti,2018-10-26,10,6,1.58,13.3,0,TRUE
m0onC,KFW,2018-08-04,8,7,2.408,10.11,0,TRUE
M1Xsl,fDV,2018-10-31,10,4,2.66,18.3,0,TRUE
M2_Ct,AWT,2018-10-02,10,3,0.25,9.75,0,TRUE
M6hH_,~iy,2018-10-18,10,5,0.334,5.18,0,TRUE
M7QHZ,7ti,2018-10-29,10,2,0.585,4.89,0,TRUE
mBN7o,sN6,2018-10-31,10,4,3.935,19.05,0,TRUE
mBqag,bbb,2018-10-31,10,4,6.21,37.11,0,TRUE
mD9fZ,JFC,2018-10-31,10,4,3.68,19.58,0,TRUE
MdSAI,AWT,2018-10-24,10,4,2,9.5,0,TRUE
mEURL,tbv,2018-09-01,9,7,4.856,24.49,0,TRUE
Mf4ZC,AWT,2018-10-27,10,7,5.545,38.44,0,TRUE
mF79K,F50,2018-10-31,10,4,3.475,21.39,0,TRUE
mh4Fa,~iy,2018-10-29,10,2,3.15,29.68,0,TRUE
mI~Yb,uRf,2018-10-31,10,4,2.58,6.64,0,TRUE
mmZs4,0aM,2018-09-21,9,6,2.728,56.97,0,TRUE
MOBZv,~iy,2018-10-19,10,6,14.22,138.61,0,TRUE
mpfdb,7ti,2018-10-27,10,7,7.895,39.79,0,TRUE
MPRkr,fDV,2018-10-31,10,4,0.45,10.43,0,TRUE
MqCm4,bbb,2018-10-15,10,2,3.17,39.4,0,TRUE
mQHa1,0aM,2018-10-30,10,3,3.184,34.36,0,TRUE
MqSqm,nRq,2018-10-24,10,4,1.18,11.38,0,TRUE
MRaBF,AWT,2018-10-31,10,4,1.835,13.39,0,TRUE
MrHa6,7XS,2018-10-27,10,7,23.525,74.96,0,TRUE
mS3PY,7ti,2018-10-13,10,7,9.125,44.94,0,TRUE
mT9d3,HYm,2018-10-27,10,7,2.365,16.45,0,TRUE
Muhyz,F50,2018-10-17,10,4,1.725,13.87,0,TRUE
Mv~T6,JFC,2018-09-28,9,6,2.855,23.59,0,TRUE
mvq9L,F50,2018-10-05,10,6,3,3.12,0,TRUE
MxZ~F,nRq,2018-10-26,10,6,0.73,10.04,0,TRUE
my23F,AWT,2018-02-10,2,7,5.665,49.2,0,TRUE
MYcvo,J5B,2018-10-31,10,4,3.325,30.42,0,TRUE
mzkZm,~iy,2017-12-15,12,6,0.768,20.32,0,TRUE
N2PXg,fDV,2018-10-19,10,6,2.235,24.07,0,TRUE
n7qyQ,Rtw,2018-10-29,10,2,0.45,9.62,0,TRUE
NAKla,F50,2018-10-30,10,3,3.53,19.06,0,TRUE
naxTG,nRq,2018-10-18,10,5,0.225,1.45,0,TRUE
nbO0D,sN6,2018-09-20,9,5,1.91,9.97,0,TRUE
NBUvB,7ti,2018-09-21,9,6,2,4.65,0,TRUE
NCsZb,7ti,2018-10-19,10,6,7.08,64.74,0,TRUE
NdqO0,bbb,2018-10-30,10,3,6,4.14,0,TRUE
NEGLd,nRq,2018-10-30,10,3,0.505,29.05,0,TRUE
nF4DQ,7XS,2018-09-28,9,6,0.66,11.78,0,TRUE
nfV_Q,0aM,2018-10-27,10,7,12.53,115.71,0,TRUE
NgJ0D,7ti,2018-10-29,10,2,1,6.95,0,TRUE
nkB51,tbv,2018-10-30,10,3,0.694,12.11,0,TRUE
NM2V9,0aM,2018-09-08,9,7,4.354,41.64,0,TRUE
nnEsU,tbv,2018-10-31,10,4,1.166,33.53,0,TRUE
NNYBY,JFC,2018-06-07,6,5,3.065,10.34,0,TRUE
nOgNJ,AWT,2018-05-30,5,4,1,11,0,TRUE
nOgqC,bbb,2018-08-31,8,6,0.205,4.06,0,TRUE
nOuJp,Ed0,2018-10-16,10,3,2.74,54.31,0,TRUE
nPKy6,KFW,2018-10-31,10,4,2.184,44.74,0,TRUE
NsW3N,7XS,2018-10-31,10,4,1.43,21.96,0,TRUE
NtQtl,AWT,2018-10-30,10,3,11.43,58.78,0,TRUE
NuD7j,5S8,2018-10-30,10,3,0.105,1.34,0,TRUE
nuoy7,bbb,2018-10-23,10,3,12.11,15.87,0,TRUE
nwIbY,AWT,2018-10-19,10,6,0.3,4.51,0,TRUE
nZI_S,AWT,2018-10-24,10,4,2.365,27.25,0,TRUE
o_W5E,sN6,2018-03-07,3,4,1.21,3.55,0,TRUE
O~_DM,5S8,2018-10-23,10,3,0.595,6.37,0,TRUE
o~tON,AWT,2018-10-29,10,2,3.305,24.43,0,TRUE
o1rdN,Ed0,2018-10-09,10,3,5,11.38,0,TRUE
O3rEY,bbb,2018-08-25,8,7,2.575,34.74,0,TRUE
O7_Cx,~iy,2018-10-26,10,6,1.6,11.1,0,TRUE
Oawwn,7ti,2018-09-22,9,7,1.27,18.48,0,TRUE
obiYj,KFW,2018-10-26,10,6,0.746,8.06,0,TRUE
OCWu_,bbb,2018-10-31,10,4,0.24,3.34,0,TRUE
OEb~D,AWT,2016-09-26,9,2,0.68,10.5,0,TRUE
OIOzk,JFC,2018-05-23,5,4,1.51,11.41,0,TRUE
ok6Wc,KFW,2018-10-22,10,2,0.57,3.93,0,TRUE
oKKST,Ed0,2018-10-15,10,2,2.22,9.3,0,TRUE
OLiNy,HYm,2018-10-06,10,7,1.64,25.04,0,TRUE
oLQdZ,lFX,2018-10-31,10,4,0,0,0,TRUE
OlXun,AWT,2018-09-21,9,6,2.165,19.2,0,TRUE
om0b8,8TO,2018-10-29,10,2,1.57,10.8,0,TRUE
OnWdT,~iy,2018-10-29,10,2,0.356,18.54,0,TRUE
OoRna,KFW,2018-10-31,10,4,1.69,26.01,0,TRUE
OPYO6,JFC,2018-10-10,10,4,2.255,20.45,0,TRUE
oRv79,7ti,2018-10-31,10,4,21.675,89.05,0,TRUE
oSYDx,fDV,2018-10-01,10,2,4.905,35.17,0,TRUE
oT63B,uRf,2018-09-15,9,7,4.225,18.55,0,TRUE
OuiHe,fDV,2018-10-02,10,3,15.105,35.25,0,TRUE
OvroF,lFX,2018-10-26,10,6,1.242,67.93,0,TRUE
OwC2g,8TO,2018-10-15,10,2,2.2,2.8,0,TRUE
OwD~~,uRf,2018-10-18,10,5,0.16,3.79,0,TRUE
OWkzj,Ed0,2018-10-31,10,4,0.57,6.6,0,TRUE
ows9Y,HYm,2018-10-27,10,7,2.22,25,0,TRUE
Oy_NP,8TO,2018-10-29,10,2,2.08,4.46,0,TRUE
P_aJO,8TO,2018-10-26,10,6,6.235,50.26,0,TRUE
P_E9d,Ed0,2018-10-31,10,4,2,38,0,TRUE
p_TMZ,8TO,2018-07-13,7,6,3.75,25.79,0,TRUE
p_uLi,HYm,2018-10-20,10,7,0.955,10.67,0,TRUE
p0jWn,J5B,2018-10-31,10,4,1.75,9.58,0,TRUE
P0UJc,F50,2018-10-31,10,4,0.635,10.37,0,TRUE
