customer,shop,date,month,wday,quantity,billing,num_prod,datediff_next,max_date
bFIug,nRq,2017-06-30,6,6,1.08,21.94,4,19,FALSE
bFIug,nRq,2017-07-19,7,4,0.95,17.95,5,16,FALSE
bFIug,nRq,2017-08-04,8,6,0.825,14.52,3,13,FALSE
bFIug,nRq,2017-08-17,8,5,0.235,1.86,2,9,FALSE
bFIug,nRq,2017-08-26,8,7,1.485,30.34,8,7,FALSE
bFIug,nRq,2017-09-02,9,7,2.025,22.75,3,32,FALSE
bFIug,nRq,2017-10-04,10,4,0.165,1.96,1,10,FALSE
bFIug,nRq,2017-10-14,10,7,1.31,11.53,6,27,FALSE
bFIug,nRq,2017-11-10,11,6,1.045,6.59,6,18,FALSE
bFIug,nRq,2017-11-28,11,3,0.64,9.6,5,3,FALSE
bFIug,nRq,2017-12-01,12,6,1.38,12.26,7,21,FALSE
bFIug,nRq,2017-12-22,12,6,2.36,44.02,12,14,FALSE
bFIug,nRq,2018-01-05,1,6,6.13,58.07,2,7,FALSE
bFIug,nRq,2018-01-12,1,6,0.8,4.46,5,27,FALSE
bFIug,nRq,2018-02-08,2,5,0.48,7.64,2,8,FALSE
bFIug,nRq,2018-02-16,2,6,3.82,17.93,4,7,FALSE
bFIug,nRq,2018-02-23,2,6,4.59,17.77,5,28,FALSE
bFIug,nRq,2018-03-23,3,6,1.485,15.14,8,29,FALSE
bFnDv,0aM,2016-06-10,6,6,3.27,47.8,6,10,FALSE
bFnDv,0aM,2016-06-20,6,2,2.212,26.55,7,3,FALSE
bFnDv,0aM,2016-06-23,6,5,3.282,42.29,7,5,FALSE
bFnDv,0aM,2016-06-28,6,3,1.472,15.15,4,6,FALSE
bFnDv,0aM,2016-07-04,7,2,1.152,7.18,2,8,FALSE
bFnDv,0aM,2016-07-12,7,3,2.096,26.63,5,11,FALSE
bFnDv,0aM,2016-07-23,7,7,3,18,1,6,FALSE
bFnDv,0aM,2016-07-29,7,6,3.346,32.34,7,10,FALSE
bFnDv,0aM,2016-08-08,8,2,1.106,10.97,2,1,FALSE
bFnDv,0aM,2016-08-09,8,3,4.526,44.63,13,7,FALSE
bFnDv,0aM,2016-08-16,8,3,0.878,8.24,3,7,FALSE
bFnDv,0aM,2016-08-23,8,3,1.172,11.05,3,24,FALSE
bFnDv,0aM,2016-09-16,9,6,5.33,79.72,6,3,FALSE
bFnDv,0aM,2016-09-19,9,2,2.534,11.49,7,3,FALSE
bFnDv,0aM,2016-09-22,9,5,1.582,17.47,4,8,FALSE
bFnDv,0aM,2016-09-30,9,6,0.53,6.25,1,7,FALSE
bFnDv,0aM,2016-10-07,10,6,2.418,16.93,2,13,FALSE
bFnDv,0aM,2016-10-20,10,5,0.418,2.55,1,1,FALSE
bFnDv,0aM,2016-10-21,10,6,0.438,2.67,1,4,FALSE
bFnDv,0aM,2016-10-25,10,3,2.424,21.59,2,8,FALSE
bFnDv,0aM,2016-11-02,11,4,2.622,23.33,8,2,FALSE
bFnDv,0aM,2016-11-04,11,6,0.546,4.85,2,6,FALSE
bFnDv,0aM,2016-11-10,11,5,1.076,10.87,3,8,FALSE
bFnDv,0aM,2016-11-18,11,6,0.398,6.53,1,3,FALSE
bFnDv,0aM,2016-11-21,11,2,3.018,25.89,9,4,FALSE
bFnDv,0aM,2016-11-25,11,6,0.458,7.51,1,3,FALSE
bFnDv,0aM,2016-11-28,11,2,0.93,9.96,2,4,FALSE
bFnDv,0aM,2016-12-02,12,6,2.932,32.27,3,7,FALSE
bFnDv,0aM,2016-12-09,12,6,1.854,24.75,7,5,FALSE
bFnDv,0aM,2016-12-14,12,4,2.226,34.46,7,5,FALSE
bFnDv,0aM,2016-12-19,12,2,2.186,24.2,3,9,FALSE
bFnDv,0aM,2016-12-28,12,4,3.338,50.2,6,7,FALSE
bFnDv,0aM,2017-01-04,1,4,2.668,23.31,7,15,FALSE
bFnDv,0aM,2017-01-19,1,5,1.782,9.06,2,4,FALSE
bFnDv,0aM,2017-01-23,1,2,1.67,15.02,4,4,FALSE
bFnDv,0aM,2017-01-27,1,6,5.93,65.33,10,7,FALSE
bFnDv,0aM,2017-02-03,2,6,1.664,15.53,4,5,FALSE
bFnDv,0aM,2017-02-08,2,4,1.516,14.51,3,2,FALSE
bFnDv,0aM,2017-02-10,2,6,2.258,25.39,7,4,FALSE
bFnDv,0aM,2017-02-14,2,3,3.224,20.79,9,2,FALSE
bFnDv,0aM,2017-02-16,2,5,1.07,8.75,2,5,FALSE
bFnDv,0aM,2017-02-21,2,3,1.966,22.74,5,3,FALSE
bFnDv,0aM,2017-02-24,2,6,5.948,78.77,13,7,FALSE
bFnDv,0aM,2017-03-03,3,6,0.83,9.79,1,7,FALSE
bFnDv,0aM,2017-03-10,3,6,3.514,26.81,7,4,FALSE
bFnDv,0aM,2017-03-14,3,3,1.744,17.8,5,3,FALSE
bFnDv,0aM,2017-03-17,3,6,5.69,60.41,12,4,FALSE
bFnDv,0aM,2017-03-21,3,3,1.856,16.89,3,9,FALSE
bFnDv,0aM,2017-03-30,3,5,4.546,43.19,1,1,FALSE
bFnDv,0aM,2017-03-31,3,6,3.464,41.26,5,15,FALSE
bFnDv,0aM,2017-04-15,4,7,0.146,4.31,1,4,FALSE
bFnDv,0aM,2017-04-19,4,4,3.524,33.6,5,2,FALSE
bFnDv,0aM,2017-04-21,4,6,2.972,37.03,6,5,FALSE
bFnDv,0aM,2017-04-26,4,4,2.052,22.35,6,2,FALSE
bFnDv,0aM,2017-04-28,4,6,2.136,25.37,5,5,FALSE
bFnDv,0aM,2017-05-03,5,4,1.816,18.46,4,12,FALSE
bFnDv,0aM,2017-05-15,5,2,3.734,41.14,6,3,FALSE
bFnDv,0aM,2017-05-18,5,5,4.526,21.52,4,6,FALSE
bFnDv,0aM,2017-05-24,5,4,3.042,34.28,8,2,FALSE
bFnDv,0aM,2017-05-26,5,6,1.986,28.56,4,3,FALSE
bFnDv,0aM,2017-05-29,5,2,2.64,24.24,7,2,FALSE
bFnDv,0aM,2017-05-31,5,4,1.298,13.16,4,2,FALSE
bFnDv,0aM,2017-06-02,6,6,2.526,17.34,3,5,FALSE
bFnDv,0aM,2017-06-07,6,4,4.068,11.81,7,2,FALSE
bFnDv,0aM,2017-06-09,6,6,2.196,33.5,5,5,FALSE
bFnDv,0aM,2017-06-14,6,4,2.304,33.85,7,9,FALSE
bFnDv,0aM,2017-06-23,6,6,4.118,60.89,4,14,FALSE
bFnDv,0aM,2017-07-07,7,6,3.122,41.63,7,19,FALSE
bFnDv,0aM,2017-07-26,7,4,3.25,18.64,6,12,FALSE
bFnDv,0aM,2017-08-07,8,2,2.624,31.11,10,7,FALSE
bFnDv,0aM,2017-08-14,8,2,0.424,5.68,1,2,FALSE
bFnDv,0aM,2017-08-16,8,4,1.414,15.59,5,6,FALSE
bFnDv,0aM,2017-08-22,8,3,3.198,37.89,7,15,FALSE
bFnDv,0aM,2017-09-06,9,4,1.542,25.3,6,7,FALSE
bFnDv,0aM,2017-09-13,9,4,1.898,22.74,6,6,FALSE
bFnDv,0aM,2017-09-19,9,3,2.174,22.19,6,6,FALSE
bFnDv,0aM,2017-09-25,9,2,3.106,29.73,6,1,FALSE
bFnDv,0aM,2017-09-26,9,3,0.798,10.05,2,6,FALSE
bFnDv,0aM,2017-10-02,10,2,1.596,15.76,5,2,FALSE
bFnDv,0aM,2017-10-04,10,4,2.06,17.88,4,2,FALSE
bFnDv,0aM,2017-10-06,10,6,2.916,36.43,9,5,FALSE
bFnDv,0aM,2017-10-11,10,4,3.34,24.38,7,5,FALSE
bFnDv,0aM,2017-10-16,10,2,3.652,35.55,10,7,FALSE
bFnDv,0aM,2017-10-23,10,2,4.124,29.64,8,2,FALSE
bFnDv,0aM,2017-10-25,10,4,2.844,22.24,6,5,FALSE
bFnDv,0aM,2017-10-30,10,2,1.32,18.97,5,7,FALSE
bFnDv,0aM,2017-11-06,11,2,5.386,60.09,13,8,FALSE
bFnDv,0aM,2017-11-14,11,3,2.398,11.33,9,2,FALSE
bFnDv,0aM,2017-11-16,11,5,0.38,6.23,1,1,FALSE
bFnDv,0aM,2017-11-17,11,6,8.402,70.09,9,3,FALSE
bFnDv,0aM,2017-11-20,11,2,0.74,4.51,1,7,FALSE
bFnDv,0aM,2017-11-27,11,2,4.848,35.11,8,4,FALSE
bFnDv,0aM,2017-12-01,12,6,2.226,21.01,6,3,FALSE
bFnDv,0aM,2017-12-04,12,2,2.338,22.75,5,9,FALSE
bFnDv,0aM,2017-12-13,12,4,1.608,20.04,5,6,FALSE
bFnDv,0aM,2017-12-19,12,3,2.73,37.44,14,4,FALSE
bFnDv,0aM,2017-12-23,12,7,2.206,32.65,1,4,FALSE
bFnDv,0aM,2017-12-27,12,4,0.44,5.9,1,1,FALSE
bFnDv,0aM,2017-12-28,12,5,3.624,30.48,4,6,FALSE
bFnDv,0aM,2018-01-03,1,4,4.258,16.53,5,2,FALSE
bFnDv,0aM,2018-01-05,1,6,4,30.05,2,5,FALSE
bFnDv,0aM,2018-01-10,1,4,2.074,24.91,7,7,FALSE
bFnDv,0aM,2018-01-17,1,4,2.416,16.23,5,1,FALSE
bFnDv,0aM,2018-01-18,1,5,2.688,21.82,4,4,FALSE
bFnDv,0aM,2018-01-22,1,2,1.892,21.46,4,3,FALSE
bFnDv,0aM,2018-01-25,1,5,2.32,46.99,6,1,FALSE
bFnDv,0aM,2018-01-26,1,6,1.044,12.72,2,7,FALSE
bFnDv,0aM,2018-02-02,2,6,2.508,25.43,6,3,FALSE
bFnDv,0aM,2018-02-05,2,2,3.414,5.97,5,4,FALSE
bFnDv,0aM,2018-02-09,2,6,3.752,35.61,7,3,FALSE
bFnDv,0aM,2018-02-12,2,2,2.094,8.97,4,3,FALSE
bFnDv,0aM,2018-02-15,2,5,1.78,14.82,6,5,FALSE
bFnDv,0aM,2018-02-20,2,3,3.166,28.76,6,2,FALSE
bFnDv,0aM,2018-02-22,2,5,27.022,47.66,7,1,FALSE
bFnDv,0aM,2018-02-23,2,6,3.66,26.36,11,3,FALSE
bFnDv,0aM,2018-02-26,2,2,2.344,12.52,4,4,FALSE
bFnDv,0aM,2018-03-02,3,6,2.224,38.17,7,5,FALSE
bFnDv,0aM,2018-03-07,3,4,2.92,36.48,6,6,FALSE
bFnDv,0aM,2018-03-13,3,3,3.92,22.28,10,2,FALSE
bFnDv,0aM,2018-03-15,3,5,1.74,9.02,4,6,FALSE
bFnDv,0aM,2018-03-21,3,4,2.718,22.82,6,8,FALSE
bFnDv,0aM,2018-03-29,3,5,5.37,45.92,6,5,FALSE
bFnDv,0aM,2018-04-03,4,3,2.516,33.75,8,2,FALSE
bFnDv,0aM,2018-04-05,4,5,2.26,15.56,5,4,FALSE
bFnDv,0aM,2018-04-09,4,2,1.96,29.4,6,5,FALSE
bFnDv,0aM,2018-04-14,4,7,30.538,33.62,5,2,FALSE
bFnDv,0aM,2018-04-16,4,2,2.866,29.02,7,2,FALSE
bFnDv,0aM,2018-04-18,4,4,2.806,7.01,6,7,FALSE
bFnDv,0aM,2018-04-25,4,4,0.55,6.55,1,2,FALSE
bFnDv,0aM,2018-04-27,4,6,3.686,17.73,5,3,FALSE
bFnDv,0aM,2018-04-30,4,2,0.69,8.21,1,2,FALSE
bFnDv,0aM,2018-05-02,5,4,3.352,37.95,6,5,FALSE
bFnDv,0aM,2018-05-07,5,2,4.214,42.96,9,3,FALSE
bFnDv,0aM,2018-05-10,5,5,1.69,6.49,3,4,FALSE
bFnDv,0aM,2018-05-14,5,2,1.808,18.59,5,4,FALSE
bFnDv,0aM,2018-05-18,5,6,24.928,84.12,12,4,FALSE
bFnDv,0aM,2018-05-22,5,3,2.65,12.36,5,2,FALSE
bFnDv,0aM,2018-05-24,5,5,2.356,13.13,5,2,FALSE
bFnDv,0aM,2018-05-26,5,7,0.682,7.57,2,2,FALSE
bFnDv,0aM,2018-05-28,5,2,3.612,36.39,12,2,FALSE
bFnDv,0aM,2018-05-30,5,4,2.588,4.83,3,5,FALSE
bFnDv,0aM,2018-06-04,6,2,3.848,26.99,8,3,FALSE
bFnDv,0aM,2018-06-07,6,5,1.332,27.08,4,6,FALSE
bFnDv,0aM,2018-06-13,6,4,1.28,13.59,3,3,FALSE
bFnDv,0aM,2018-06-16,6,7,4.362,44.93,8,5,FALSE
bFnDv,0aM,2018-06-21,6,5,0.166,1.63,1,8,FALSE
bFnDv,0aM,2018-06-29,6,6,2.128,19.92,6,6,FALSE
bFnDv,0aM,2018-07-05,7,5,3.806,31.7,10,4,FALSE
bFnDv,0aM,2018-07-09,7,2,1.338,20.69,4,2,FALSE
bFnDv,0aM,2018-07-11,7,4,2.83,17.06,3,1,FALSE
bFnDv,0aM,2018-07-12,7,5,0,0,2,2,FALSE
bFnDv,0aM,2018-07-14,7,7,7.1,60.08,13,6,FALSE
bFnDv,0aM,2018-07-20,7,6,5.152,27.9,10,8,FALSE
bFnDv,0aM,2018-07-28,7,7,2.454,22.25,6,7,FALSE
bFnDv,0aM,2018-08-04,8,7,6.326,56.97,9,9,FALSE
bFnDv,0aM,2018-08-13,8,2,23.482,40.47,6,11,FALSE
bFnDv,0aM,2018-08-24,8,6,3.264,44.41,9,1,FALSE
bFnDv,0aM,2018-08-25,8,7,1.976,32.6,5,7,FALSE
bFnDv,0aM,2018-09-01,9,7,2.362,41.6,5,2,FALSE
bFnDv,0aM,2018-09-03,9,2,3.002,10.69,5,11,FALSE
bFnDv,0aM,2018-09-14,9,6,2.53,18.49,5,5,FALSE
bFnDv,0aM,2018-09-19,9,4,1.432,8.13,4,2,FALSE
bFnDv,0aM,2018-09-21,9,6,2.836,23.12,5,8,FALSE
bFnDv,0aM,2018-09-29,9,7,30.01,56.49,5,2,FALSE
bFnDv,0aM,2018-10-01,10,2,2.434,25.14,6,1,FALSE
bFnDv,0aM,2018-10-02,10,3,1.624,13.51,3,3,FALSE
bFnDv,0aM,2018-10-05,10,6,3.944,20,6,4,FALSE
bFnDv,0aM,2018-10-09,10,3,2.626,18.29,4,8,FALSE
bFnDv,0aM,2018-10-17,10,4,6.042,58.26,10,5,FALSE
bFnDv,0aM,2018-10-22,10,2,3.668,20.04,6,3,FALSE
bFnDv,0aM,2018-10-25,10,5,0.422,5.02,1,6,FALSE
Bg9db,8TO,2016-01-02,1,7,1.325,15.39,9,2,FALSE
Bg9db,8TO,2016-01-04,1,2,2.655,20.4,9,1,FALSE
Bg9db,8TO,2016-01-05,1,3,0.575,5.93,3,2,FALSE
Bg9db,8TO,2016-01-07,1,5,0.73,8.39,4,2,FALSE
Bg9db,8TO,2016-01-09,1,7,1.46,21.85,7,2,FALSE
Bg9db,8TO,2016-01-11,1,2,1.555,21.36,9,1,FALSE
Bg9db,8TO,2016-01-12,1,3,0.44,6.02,2,1,FALSE
Bg9db,8TO,2016-01-13,1,4,1.29,3.32,2,1,FALSE
Bg9db,8TO,2016-01-14,1,5,0.93,11.64,4,1,FALSE
Bg9db,8TO,2016-01-15,1,6,0.555,7.22,3,1,FALSE
Bg9db,8TO,2016-01-16,1,7,0.745,7.97,4,2,FALSE
Bg9db,8TO,2016-01-18,1,2,1.45,15.79,8,3,FALSE
Bg9db,8TO,2016-01-21,1,5,0.59,9.52,5,1,FALSE
Bg9db,8TO,2016-01-22,1,6,0.825,8.52,3,1,FALSE
Bg9db,8TO,2016-01-23,1,7,1.045,10.84,4,2,FALSE
Bg9db,8TO,2016-01-25,1,2,1.565,16.96,8,4,FALSE
Bg9db,8TO,2016-01-29,1,6,1.87,17.26,9,3,FALSE
Bg9db,8TO,2016-02-01,2,2,1.375,18.66,8,2,FALSE
Bg9db,8TO,2016-02-03,2,4,0.39,4.89,2,1,FALSE
Bg9db,8TO,2016-02-04,2,5,0.4,7.43,3,2,FALSE
Bg9db,8TO,2016-02-06,2,7,0.755,11.27,3,2,FALSE
Bg9db,8TO,2016-02-08,2,2,1.475,20.34,9,2,FALSE
Bg9db,8TO,2016-02-10,2,4,0.325,2.26,1,2,FALSE
Bg9db,8TO,2016-02-12,2,6,0.645,8.96,4,1,FALSE
Bg9db,8TO,2016-02-13,2,7,0.35,3.91,2,2,FALSE
Bg9db,8TO,2016-02-15,2,2,1.41,18.45,8,2,FALSE
Bg9db,8TO,2016-02-17,2,4,0.665,8.12,4,5,FALSE
Bg9db,8TO,2016-02-22,2,2,0.935,11.41,5,3,FALSE
Bg9db,8TO,2016-02-25,2,5,0.645,6.36,3,25,FALSE
Bg9db,8TO,2016-03-21,3,2,0.46,5.04,2,2,FALSE
Bg9db,8TO,2016-03-23,3,4,0.555,5.92,3,187,FALSE
Bg9db,8TO,2016-09-26,9,2,1.68,16.84,8,8,FALSE
Bg9db,8TO,2016-10-04,10,3,1.88,19.87,10,6,FALSE
Bg9db,8TO,2016-10-10,10,2,1.32,13.46,6,4,FALSE
Bg9db,8TO,2016-10-14,10,6,0.33,8.22,2,12,FALSE
Bg9db,8TO,2016-10-26,10,4,0.38,2.26,1,26,FALSE
Bg9db,8TO,2016-11-21,11,2,0.895,10.36,5,11,FALSE
Bg9db,8TO,2016-12-02,12,6,0.905,10.86,3,3,FALSE
Bg9db,8TO,2016-12-05,12,2,2.465,17.94,8,11,FALSE
Bg9db,8TO,2016-12-16,12,6,2,18.9,2,38,FALSE
Bg9db,8TO,2017-01-23,1,2,1.675,17.22,8,28,FALSE
Bg9db,8TO,2017-02-20,2,2,1.35,15.12,7,11,FALSE
Bg9db,8TO,2017-03-03,3,6,1.405,5.53,3,1,FALSE
Bg9db,8TO,2017-03-04,3,7,1.565,1.82,3,3,FALSE
Bg9db,8TO,2017-03-07,3,3,0.33,6.51,2,8,FALSE
Bg9db,8TO,2017-03-15,3,4,1.49,15.63,8,3,FALSE
Bg9db,8TO,2017-03-18,3,7,0.425,4.5,2,2,FALSE
Bg9db,8TO,2017-03-20,3,2,2.495,19.82,8,7,FALSE
Bg9db,8TO,2017-03-27,3,2,2.74,22.06,10,7,FALSE
Bg9db,8TO,2017-04-03,4,2,1.595,17.46,8,16,FALSE
Bg9db,8TO,2017-04-19,4,4,0.3,1.79,1,13,FALSE
Bg9db,8TO,2017-05-02,5,3,1.57,18.47,8,6,FALSE
Bg9db,8TO,2017-05-08,5,2,1.675,20.02,10,5,FALSE
Bg9db,8TO,2017-05-13,5,7,0.6,5.83,3,3,FALSE
Bg9db,8TO,2017-05-16,5,3,1.765,16.48,8,4,FALSE
Bg9db,8TO,2017-05-20,5,7,0.495,9.21,2,3,FALSE
Bg9db,8TO,2017-05-23,5,3,1.545,14.65,7,7,FALSE
Bg9db,8TO,2017-05-30,5,3,1.865,17.55,9,6,FALSE
Bg9db,8TO,2017-06-05,6,2,1.52,16.87,8,7,FALSE
Bg9db,8TO,2017-06-12,6,2,1.66,22.7,10,14,FALSE
Bg9db,8TO,2017-06-26,6,2,1.945,19.35,10,7,FALSE
Bg9db,8TO,2017-07-03,7,2,1.54,21.37,9,7,FALSE
Bg9db,8TO,2017-07-10,7,2,2.295,21.89,9,2,FALSE
Bg9db,8TO,2017-07-12,7,4,0.315,2.19,1,5,FALSE
Bg9db,8TO,2017-07-17,7,2,1.57,21.35,9,7,FALSE
Bg9db,8TO,2017-07-24,7,2,1.63,22.6,9,15,FALSE
Bg9db,8TO,2017-08-08,8,3,1.695,29.16,9,8,FALSE
Bg9db,8TO,2017-08-16,8,4,1.195,19.55,7,7,FALSE
Bg9db,8TO,2017-08-23,8,4,1.13,22.67,7,6,FALSE
Bg9db,8TO,2017-08-29,8,3,1.14,19.72,7,7,FALSE
Bg9db,8TO,2017-09-05,9,3,1.325,20.54,9,6,FALSE
Bg9db,8TO,2017-09-11,9,2,1.33,20.95,8,7,FALSE
Bg9db,8TO,2017-09-18,9,2,0.64,12.81,4,5,FALSE
Bg9db,8TO,2017-09-23,9,7,0.655,9.09,3,2,FALSE
Bg9db,8TO,2017-09-25,9,2,1.32,22.77,6,7,FALSE
Bg9db,8TO,2017-10-02,10,2,3.38,20.83,9,8,FALSE
Bg9db,8TO,2017-10-10,10,3,1.605,26.41,6,6,FALSE
Bg9db,8TO,2017-10-16,10,2,1.53,22.55,8,7,FALSE
Bg9db,8TO,2017-10-23,10,2,1.455,22.01,7,7,FALSE
Bg9db,8TO,2017-10-30,10,2,1.465,21.67,7,7,FALSE
Bg9db,8TO,2017-11-06,11,2,1.5,17.47,7,15,FALSE
Bg9db,8TO,2017-11-21,11,3,1.845,23.31,8,14,FALSE
Bg9db,8TO,2017-12-05,12,3,1.235,14.35,5,4,FALSE
Bg9db,8TO,2017-12-09,12,7,0.36,4.3,1,2,FALSE
Bg9db,8TO,2017-12-11,12,2,1.44,21.77,7,1,FALSE
Bg9db,8TO,2017-12-12,12,3,2.31,57.7,2,6,FALSE
Bg9db,8TO,2017-12-18,12,2,1.095,17.48,5,2,FALSE
Bg9db,8TO,2017-12-20,12,4,0.46,5.58,2,2,FALSE
Bg9db,8TO,2017-12-22,12,6,0.375,4.14,3,5,FALSE
Bg9db,8TO,2017-12-27,12,4,1.625,20.32,6,1,FALSE
Bg9db,8TO,2017-12-28,12,5,1.78,5.78,4,2,FALSE
Bg9db,8TO,2017-12-30,12,7,0.595,9.37,3,3,FALSE
Bg9db,8TO,2018-01-02,1,3,1.11,16.73,6,2,FALSE
Bg9db,8TO,2018-01-04,1,5,0.565,6.84,2,4,FALSE
Bg9db,8TO,2018-01-08,1,2,1.35,18.78,6,7,FALSE
Bg9db,8TO,2018-01-15,1,2,1.295,18.58,7,4,FALSE
Bg9db,8TO,2018-01-19,1,6,0.6,7.28,2,3,FALSE
Bg9db,8TO,2018-01-22,1,2,1.46,22.41,7,7,FALSE
Bg9db,8TO,2018-01-29,1,2,2.165,20.19,7,7,FALSE
Bg9db,8TO,2018-02-05,2,2,1.68,18.38,8,14,FALSE
Bg9db,8TO,2018-02-19,2,2,2.6,19.29,8,5,FALSE
Bg9db,8TO,2018-02-24,2,7,0.675,7.42,3,9,FALSE
Bg9db,8TO,2018-03-05,3,2,1.32,14.09,6,2,FALSE
Bg9db,8TO,2018-03-07,3,4,1.46,2.22044604925031e-16,3,3,FALSE
Bg9db,8TO,2018-03-10,3,7,0.955,9.41,3,2,FALSE
Bg9db,8TO,2018-03-12,3,2,1.13,14.09,6,5,FALSE
Bg9db,8TO,2018-03-17,3,7,0.52,5.88,3,3,FALSE
Bg9db,8TO,2018-03-20,3,3,1.48,18.49,8,7,FALSE
Bg9db,8TO,2018-03-27,3,3,2.18,13.26,6,4,FALSE
Bg9db,8TO,2018-03-31,3,7,0.515,4.81,2,4,FALSE
Bg9db,8TO,2018-04-04,4,4,1.87,23.34,8,3,FALSE
Bg9db,8TO,2018-04-07,4,7,0.35,4.18,1,3,FALSE
Bg9db,8TO,2018-04-10,4,3,2.24,26.79,9,7,FALSE
Bg9db,8TO,2018-04-17,4,3,2.51,15.38,9,2,FALSE
Bg9db,8TO,2018-04-19,4,5,0.43,4.21,1,4,FALSE
Bg9db,8TO,2018-04-23,4,2,1.835,23.81,9,5,FALSE
Bg9db,8TO,2018-04-28,4,7,0.645,6.14,4,2,FALSE
Bg9db,8TO,2018-04-30,4,2,2.185,16.51,7,7,FALSE
Bg9db,8TO,2018-05-07,5,2,2.43,21.64,9,7,FALSE
Bg9db,8TO,2018-05-14,5,2,2.36,21.42,9,7,FALSE
Bg9db,8TO,2018-05-21,5,2,3.55,23.83,11,7,FALSE
Bg9db,8TO,2018-05-28,5,2,3.365,20.57,10,7,FALSE
Bg9db,8TO,2018-06-04,6,2,1.84,13.18,7,7,FALSE
Bg9db,8TO,2018-06-11,6,2,3.44,19.44,9,7,FALSE
Bg9db,8TO,2018-06-18,6,2,3.515,19.84,11,7,FALSE
Bg9db,8TO,2018-06-25,6,2,4.335,22.56,11,7,FALSE
Bg9db,8TO,2018-07-02,7,2,4.48,24.64,12,8,FALSE
Bg9db,8TO,2018-07-10,7,3,2.265,18.4,8,6,FALSE
Bg9db,8TO,2018-07-16,7,2,3.24,15.07,10,7,FALSE
Bg9db,8TO,2018-07-23,7,2,4.37,21.63,10,7,FALSE
Bg9db,8TO,2018-07-30,7,2,4.07,27.89,11,54,FALSE
BHy4L,0aM,2016-07-16,7,7,7.848,63.91,11,4,FALSE
BHy4L,0aM,2016-07-20,7,4,8.186,73.3,12,3,FALSE
BHy4L,0aM,2016-07-23,7,7,7.942,89.52,17,4,FALSE
BHy4L,0aM,2016-07-27,7,4,3.366,66.35,9,7,FALSE
BHy4L,0aM,2016-08-03,8,4,6.948,68.11,13,9,FALSE
BHy4L,0aM,2016-08-12,8,6,4.154,81.66,9,3,FALSE
BHy4L,0aM,2016-08-15,8,2,0.538,13.67,2,2,FALSE
BHy4L,0aM,2016-08-17,8,4,3.714,54.53,8,2,FALSE
BHy4L,0aM,2016-08-19,8,6,1,4.5,1,6,FALSE
BHy4L,0aM,2016-08-25,8,5,3.704,67.87,9,2,FALSE
BHy4L,0aM,2016-08-27,8,7,1.906,31.62,4,3,FALSE
BHy4L,0aM,2016-08-30,8,3,5.996,79.58,11,25,FALSE
BHy4L,0aM,2016-09-24,9,7,12.062,117.46,16,14,FALSE
BHy4L,0aM,2016-10-08,10,7,5.238,46.43,10,35,FALSE
BHy4L,0aM,2016-11-12,11,7,10.226,108.6,9,84,FALSE
BHy4L,0aM,2017-02-04,2,7,19.582,130.67,16,49,FALSE
BHy4L,0aM,2017-03-25,3,7,10.618,125.51,16,21,FALSE
BHy4L,0aM,2017-04-15,4,7,6.318,65.04,10,28,FALSE
BHy4L,0aM,2017-05-13,5,7,11.944,100.78,16,21,FALSE
BHy4L,0aM,2017-06-03,6,7,7.608,100.86,16,2,FALSE
BHy4L,0aM,2017-06-05,6,2,9.02,97.61,11,12,FALSE
BHy4L,0aM,2017-06-17,6,7,13.72,67.25,17,14,FALSE
BHy4L,0aM,2017-07-01,7,7,6.098,69.35,12,7,FALSE
BHy4L,0aM,2017-07-08,7,7,3.672,55.5,9,3,FALSE
BHy4L,0aM,2017-07-11,7,3,3.226,40.02,7,10,FALSE
BHy4L,0aM,2017-07-21,7,6,9.018,88.96,17,13,FALSE
BHy4L,0aM,2017-08-03,8,5,16.336,109.53,15,9,FALSE
BHy4L,0aM,2017-08-12,8,7,21.354,102.96,15,4,FALSE
BHy4L,0aM,2017-08-16,8,4,3.55,30.39,4,5,FALSE
BHy4L,0aM,2017-08-21,8,2,3.856,48.4,8,4,FALSE
BHy4L,0aM,2017-08-25,8,6,15.94,34.6,5,3,FALSE
BHy4L,0aM,2017-08-28,8,2,4.35,31.77,7,2,FALSE
BHy4L,0aM,2017-08-30,8,4,8.616,95.88,9,24,FALSE
BHy4L,0aM,2017-09-23,9,7,9.228,94.31,18,119,FALSE
BHy4L,0aM,2018-01-20,1,7,7.352,65.01,12,70,FALSE
BHy4L,0aM,2018-03-31,3,7,15.664,150.02,19,42,FALSE
BHy4L,0aM,2018-05-12,5,7,12.066,121.88,20,21,FALSE
BHy4L,0aM,2018-06-02,6,7,16.572,58.15,9,54,FALSE
BHy4L,0aM,2018-07-26,7,5,7.592,83.65,16,2,FALSE
BHy4L,0aM,2018-07-28,7,7,8.482,84.65,12,3,FALSE
BHy4L,0aM,2018-07-31,7,3,1.674,25.7,3,2,FALSE
BHy4L,0aM,2018-08-02,8,5,13.842,34.04,6,2,FALSE
BHy4L,0aM,2018-08-04,8,7,3.824,60.75,7,7,FALSE
BHy4L,0aM,2018-08-11,8,7,3.05,61.67,9,7,FALSE
BHy4L,0aM,2018-08-18,8,7,7.064,63.77,9,7,FALSE
BHy4L,0aM,2018-08-25,8,7,13.888,66.56,9,7,FALSE
BHy4L,0aM,2018-09-01,9,7,7.984,78.56,11,23,FALSE
BHy4L,0aM,2018-09-24,9,2,8.488,80.18,14,19,FALSE
